game_id,season,type,date_time,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz
2017020480,20172018,R,15-12-17,2017-12-15T00:00:00Z,7,4,1,2,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020361,20162017,R,03-12-16,2016-12-03T18:00:00Z,16,4,1,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020592,20162017,R,07-01-17,2017-01-07T18:00:00Z,14,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020408,20152016,R,09-12-15,2015-12-09T00:00:00Z,2,4,4,3,away win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2017020396,20172018,R,02-12-17,2017-12-02T18:00:00Z,6,4,3,0,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2017020083,20172018,R,17-10-17,2017-10-17T23:00:00Z,13,4,1,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020310,20152016,R,24-11-15,2015-11-24T00:00:00Z,12,4,2,3,home win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016021128,20162017,R,28-03-17,2017-03-28T23:00:00Z,9,4,2,3,home win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020938,20162017,R,03-03-17,2017-03-03T00:00:00Z,13,4,1,2,home win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020216,20162017,R,13-11-16,2016-11-13T00:00:00Z,30,4,2,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020117,20162017,R,29-10-16,2016-10-29T23:00:00Z,5,4,5,4,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020986,20152016,R,08-03-16,2016-03-08T00:00:00Z,14,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020805,20162017,R,10-02-17,2017-02-10T00:00:00Z,2,4,3,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020279,20152016,R,20-11-15,2015-11-20T00:00:00Z,28,4,1,0,away win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020110,20152016,R,24-10-15,2015-10-24T23:00:00Z,3,4,2,3,home win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020126,20152016,R,27-10-15,2015-10-27T23:00:00Z,7,4,4,3,away win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020385,20162017,R,07-12-16,2016-12-07T00:00:00Z,13,4,2,3,home win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020052,20162017,R,20-10-16,2016-10-20T23:00:00Z,24,4,3,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2017020127,20172018,R,24-10-17,2017-10-24T23:00:00Z,24,4,6,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
