OBJECTID,CRN,CRASH_YEAR,UNIT_NUM,VEH_TYPE,BODY_TYPE,VEH_MOVEMENT,TRAVEL_SPD,VEHICLE_FAILURE
64926,2013121332,2013,1,6,15,1,999,0
64927,2013121332,2013,2,,,,,0
64928,2013121333,2013,1,1,4,1,999,0
64929,2013121333,2013,2,7,12,6,0,0
64930,2013121334,2013,1,1,4,2,25,0
64931,2013121334,2013,2,1,2,1,10,0
64932,2013121336,2013,1,1,4,17,35,0
64933,2013121337,2013,1,1,4,17,999,0
64934,2013121338,2013,1,1,4,10,999,0
64935,2013121338,2013,2,1,4,1,999,0
64936,2013121339,2013,1,1,2,2,999,0
64937,2013121339,2013,2,4,15,2,999,0
64938,2013121340,2013,1,1,9,1,999,0
64939,2013121340,2013,2,1,4,2,999,0
64940,2013121341,2013,1,1,4,1,999,0
64941,2013121341,2013,2,1,9,1,999,0
64942,2013121342,2013,1,7,41,1,999,0
64943,2013121342,2013,2,,,,,0
64944,2013121343,2013,1,1,4,1,999,0
64945,2013121343,2013,2,1,9,15,,0
64946,2013121344,2013,1,4,51,1,999,0
64947,2013121344,2013,2,1,15,1,999,0
64948,2013121345,2013,1,1,4,1,999,0
64949,2013121345,2013,2,1,4,1,999,0
64950,2013121346,2013,1,1,4,1,999,0
64951,2013121346,2013,2,1,4,2,999,0
64952,2013121346,2013,3,1,4,2,999,0
64953,2013121347,2013,1,1,5,2,999,0
64954,2013121347,2013,2,1,4,1,25,0
64955,2013121349,2013,1,7,41,1,25,0
64956,2013121350,2013,1,6,15,1,999,0
64957,2013121351,2013,1,1,9,16,999,0
64958,2013121351,2013,2,1,2,16,999,0
64959,2013121352,2013,1,4,51,1,999,0
64960,2013121352,2013,2,6,15,1,999,0
64961,2013121353,2013,1,1,4,1,999,0
64962,2013121354,2013,1,1,4,1,999,0
64963,2013121354,2013,2,4,15,1,999,0
64964,2013121355,2013,1,6,15,12,999,0
64965,2013121355,2013,2,,,,,0
64966,2013121356,2013,1,1,4,12,15,0
64967,2013121356,2013,2,,,,,0
64968,2013121358,2013,1,1,4,13,999,0
64969,2013121358,2013,2,1,4,1,999,0
64970,2013121359,2013,1,1,4,16,999,0
64971,2013121360,2013,1,6,19,10,999,0
64972,2013121360,2013,2,4,51,1,25,0
64973,2013121361,2013,1,1,6,1,99,0
64974,2013121361,2013,2,1,4,3,99,0
64975,2013121362,2013,1,1,9,12,999,0
64976,2013121362,2013,2,1,9,4,999,0
64977,2013121363,2013,1,99,,1,999,0
64978,2013121363,2013,2,1,4,1,999,0
64979,2013121363,2013,3,99,,1,999,0
64980,2013121364,2013,1,7,12,1,999,0
64981,2013121364,2013,2,,,,,0
64982,2013121365,2013,1,4,51,1,999,0
64983,2013121365,2013,2,1,4,6,0,0
64984,2013121366,2013,1,1,4,12,999,0
64985,2013121366,2013,2,1,9,1,999,0
64986,2013121367,2013,1,6,15,10,999,0
64987,2013121367,2013,2,6,15,6,0,0
64988,2013121368,2013,1,1,4,1,999,0
64989,2013121368,2013,2,1,4,1,999,0
64990,2013121369,2013,1,7,49,1,999,0
64991,2013121369,2013,2,,,,,0
64992,2013121370,2013,1,4,51,1,999,0
64993,2013121370,2013,2,1,15,1,5,0
64994,2013121371,2013,1,6,15,1,999,0
64995,2013121371,2013,2,1,4,1,999,0
64996,2013121372,2013,1,1,9,1,999,0
64997,2013121372,2013,2,,,,,0
64998,2013121373,2013,1,1,2,12,25,0
64999,2013121373,2013,2,1,4,12,25,0
65000,2013121374,2013,1,1,4,16,999,0
60001,2013086923,2013,2,,,,,0
60002,2013086923,2013,3,,,,,0
60003,2013086924,2013,1,1,4,14,5,0
60004,2013086924,2013,2,,,,,0
60005,2013086925,2013,1,6,15,12,999,0
60006,2013086925,2013,2,1,12,12,999,0
60007,2013086926,2013,1,1,2,16,55,0
60008,2013086927,2013,1,1,4,1,999,0
60009,2013086927,2013,2,1,4,1,999,0
60010,2013086928,2013,1,6,15,1,999,0
60011,2013086928,2013,2,1,4,6,0,0
60012,2013086928,2013,3,7,41,6,0,0
60013,2013086929,2013,1,1,4,1,999,0
60014,2013086929,2013,2,1,2,9,999,0
60015,2013086930,2013,1,1,4,99,999,0
60016,2013086930,2013,2,,,,,0
60017,2013086931,2013,1,6,19,10,999,0
60018,2013086931,2013,2,,,,,0
60019,2013086932,2013,1,1,4,1,999,0
60020,2013086932,2013,2,2,29,1,999,0
60021,2013086933,2013,1,6,15,10,999,0
60022,2013086933,2013,2,20,,1,999,0
60023,2013086934,2013,1,1,15,1,999,0
60024,2013086934,2013,2,1,4,12,999,0
60025,2013086934,2013,3,1,5,2,999,0
60026,2013086938,2013,1,1,4,12,999,0
60027,2013086938,2013,2,,,,,0
60028,2013086939,2013,1,1,4,12,10,0
60029,2013086939,2013,2,1,4,12,10,0
60030,2013086940,2013,1,1,4,1,15,0
60031,2013086940,2013,2,20,,1,999,0
60032,2013086941,2013,1,1,4,1,999,1
60033,2013086942,2013,1,4,51,1,5,0
60034,2013086942,2013,2,,,,,0
60035,2013086943,2013,1,6,15,17,999,0
60036,2013086943,2013,2,,,,,0
60037,2013086944,2013,1,6,15,1,99,0
60038,2013086944,2013,2,,,,,0
60039,2013086945,2013,1,1,15,1,999,0
60040,2013086945,2013,2,1,4,1,999,0
60041,2013086946,2013,1,7,41,10,999,0
60042,2013086946,2013,2,20,,1,999,0
60043,2013086947,2013,1,1,4,16,999,0
60044,2013086947,2013,2,1,4,6,0,0
60045,2013086947,2013,3,1,6,6,0,0
60046,2013086948,2013,1,1,9,1,15,0
60047,2013086948,2013,2,1,4,1,37,0
60048,2013086949,2013,1,1,4,2,999,0
60049,2013086949,2013,2,4,51,3,0,0
60050,2013086950,2013,1,1,4,10,999,0
60051,2013086951,2013,1,1,4,1,999,0
60052,2013086951,2013,2,1,4,6,0,0
60053,2013086951,2013,3,1,4,6,0,0
60054,2013086951,2013,4,6,15,6,0,0
60055,2013086952,2013,1,1,4,1,999,0
60056,2013086952,2013,2,4,51,3,0,0
60057,2013086953,2013,1,1,4,2,999,0
60058,2013086953,2013,2,1,4,3,0,0
60059,2013086954,2013,1,1,4,12,999,0
60060,2013086954,2013,2,,,,,0
60061,2013086955,2013,1,1,4,1,999,0
60062,2013086955,2013,2,1,5,6,0,0
60063,2013086956,2013,1,1,4,10,999,0
60064,2013086956,2013,2,20,,1,999,0
60065,2013086957,2013,1,1,4,16,999,0
60066,2013086958,2013,1,1,4,1,25,0
60067,2013086958,2013,2,1,5,1,999,0
60068,2013086959,2013,1,1,9,1,999,0
60069,2013086959,2013,2,1,9,1,999,0
60070,2013086960,2013,1,1,4,1,60,0
60071,2013086960,2013,2,4,15,5,5,0
60072,2013086961,2013,1,1,4,1,999,0
60073,2013086961,2013,2,20,,1,999,0
60074,2013086962,2013,1,6,15,1,30,0
60075,2013086962,2013,2,,,,,0
60076,2013086963,2013,1,20,,1,999,0
60077,2013086963,2013,2,1,4,2,999,0
60078,2013086965,2013,1,1,1,1,999,0
60079,2013086965,2013,2,1,4,3,0,0
60080,2013086966,2013,1,1,4,1,999,0
60081,2013086966,2013,2,1,4,1,999,0
60082,2013086967,2013,1,1,4,12,5,0
60083,2013086967,2013,2,,,,,0
60084,2013086968,2013,1,1,4,1,30,0
60085,2013086968,2013,2,20,,1,999,0
60086,2013086969,2013,1,20,,1,999,0
60087,2013086969,2013,2,1,3,1,999,0
60088,2013086970,2013,1,7,12,1,999,0
60089,2013086970,2013,2,6,15,3,0,0
60090,2013086972,2013,1,7,12,1,999,0
60091,2013086972,2013,2,,,,,0
60092,2013086973,2013,1,99,,1,999,0
60093,2013086973,2013,2,,,,,0
60094,2013086974,2013,1,1,4,1,999,0
60095,2013086974,2013,2,,,,,0
60096,2013086975,2013,1,1,4,12,999,0
60097,2013086976,2013,1,1,15,2,999,0
60098,2013086976,2013,2,4,69,2,999,0
60099,2013086977,2013,1,3,39,12,999,0
60100,2013086977,2013,2,,,,,0
60101,2013086978,2013,1,1,5,16,999,0
60102,2013086979,2013,1,1,4,1,30,0
60103,2013086981,2013,1,7,41,6,0,0
60104,2013086981,2013,2,1,15,1,999,0
60105,2013087010,2013,1,1,4,1,30,0
60106,2013087010,2013,2,4,51,1,5,0
60107,2013087044,2013,1,1,4,3,0,0
60108,2013087044,2013,2,4,51,1,999,0
60109,2013087044,2013,3,7,41,1,999,0
60110,2013087045,2013,1,6,15,15,45,0
60111,2013087046,2013,1,1,6,99,999,0
60112,2013087047,2013,1,7,41,1,999,0
60113,2013087047,2013,2,6,15,2,999,0
60114,2013087047,2013,3,1,4,2,999,0
60115,2013087048,2013,1,1,4,1,999,0
60116,2013087048,2013,2,6,15,1,999,0
60117,2013087048,2013,3,1,4,1,999,0
60118,2013087048,2013,4,1,4,2,999,0
60119,2013087050,2013,1,1,5,1,60,0
60120,2013087050,2013,2,4,15,1,55,0
60121,2013087226,2013,1,1,4,1,999,0
60122,2013087226,2013,2,,,,,0
60123,2013087303,2013,1,1,4,1,999,0
60124,2013087303,2013,2,1,4,3,0,0
60125,2013087303,2013,3,6,15,3,99,0
60126,2013087304,2013,1,1,4,1,60,0
60127,2013087304,2013,2,6,15,2,55,0
60128,2013087306,2013,1,1,4,16,999,0
60129,2013087309,2013,1,6,15,1,30,0
60130,2013087309,2013,2,1,4,1,5,0
60131,2013087311,2013,1,6,15,15,999,0
60132,2013087668,2013,1,99,,1,999,0
60133,2013087668,2013,2,,,,,0
60134,2013088005,2013,1,6,15,1,999,0
60135,2013088005,2013,2,20,,1,999,0
60136,2013088037,2013,1,1,4,1,999,0
60137,2013088037,2013,2,3,39,3,0,0
60138,2013088077,2013,1,1,12,99,999,0
60139,2013088077,2013,2,,,,,0
60140,2013088100,2013,1,1,9,1,15,0
60141,2013088100,2013,2,,,,,0
60142,2013088101,2013,1,6,15,1,999,0
60143,2013088102,2013,1,1,4,5,999,0
60144,2013088102,2013,2,,,,,0
60145,2013088103,2013,1,1,5,3,0,0
60146,2013088103,2013,2,1,9,1,999,0
60147,2013088104,2013,1,4,15,2,999,0
60148,2013088104,2013,2,,,,,0
60149,2013088105,2013,1,1,6,1,999,0
60150,2013088105,2013,2,6,15,1,999,0
60151,2013088105,2013,3,6,15,1,999,0
60152,2013088106,2013,1,20,,8,999,0
60153,2013088106,2013,2,1,4,2,999,0
60154,2013088107,2013,1,1,4,1,999,0
60155,2013088107,2013,2,7,41,3,0,0
60156,2013088108,2013,1,1,4,1,40,0
60157,2013088108,2013,2,4,51,3,0,0
60158,2013088109,2013,1,1,4,1,999,1
60159,2013088110,2013,1,4,51,99,999,0
60160,2013088110,2013,2,20,,1,999,0
60161,2013088110,2013,3,20,,1,999,0
60162,2013088111,2013,1,1,15,1,999,0
60163,2013088111,2013,2,6,15,1,35,0
60164,2013088112,2013,1,1,4,17,999,0
60165,2013088113,2013,1,6,15,5,999,0
60166,2013088113,2013,2,1,4,1,999,0
60167,2013088114,2013,1,1,9,1,25,0
60168,2013088114,2013,2,3,39,3,0,0
60169,2013088147,2013,1,1,4,12,10,0
60170,2013088147,2013,2,1,4,10,30,0
60171,2013088211,2013,1,5,75,15,55,0
60172,2013088211,2013,2,1,4,1,55,0
60173,2013088213,2013,1,5,75,1,50,0
60174,2013088213,2013,2,6,15,2,5,0
60175,2013088213,2013,3,4,51,3,0,0
60176,2013088218,2013,1,1,2,1,50,0
60177,2013088218,2013,2,1,9,1,50,0
60178,2013088219,2013,1,1,4,1,999,0
60179,2013088219,2013,2,5,75,2,999,0
60180,2013088220,2013,1,1,4,1,40,0
60181,2013088220,2013,2,6,15,3,0,0
60182,2013088640,2013,1,6,12,15,35,0
60183,2013088640,2013,2,7,12,1,30,0
60184,2013088793,2013,1,5,51,12,999,0
60185,2013088827,2013,1,2,23,1,999,0
60186,2013088827,2013,2,1,9,12,,0
60187,2013088907,2013,1,1,2,1,999,0
60188,2013088907,2013,2,1,12,5,999,0
60189,2013088907,2013,3,6,15,3,0,0
60190,2013088907,2013,4,7,12,3,0,0
60191,2013088907,2013,5,99,,99,999,0
60192,2013088962,2013,1,1,5,1,25,0
60193,2013088962,2013,2,6,15,1,10,0
60194,2013088962,2013,3,1,4,1,25,0
60195,2013088964,2013,1,1,2,1,999,0
60196,2013088964,2013,2,4,69,2,999,0
60197,2013088966,2013,1,6,15,1,50,0
60198,2013088966,2013,2,6,15,1,50,0
60199,2013088966,2013,3,1,4,1,50,0
60200,2013088967,2013,1,2,28,4,65,0
60201,2013088967,2013,2,1,15,16,55,0
60202,2013088968,2013,1,4,51,15,35,0
60203,2013088968,2013,2,1,3,1,5,0
60204,2013088968,2013,3,6,15,1,5,0
60205,2013088970,2013,1,1,4,1,35,0
60206,2013088970,2013,2,1,4,3,0,0
60207,2013089312,2013,1,2,28,15,75,0
60208,2013089312,2013,2,1,4,1,50,0
60209,2013089313,2013,1,7,12,1,25,0
60210,2013089313,2013,2,1,2,3,0,0
60211,2013089314,2013,1,1,5,16,50,0
60212,2013089318,2013,1,2,20,1,60,0
60213,2013089318,2013,2,1,15,1,45,0
60214,2013089549,2013,1,1,4,5,999,0
60215,2013089549,2013,2,1,15,15,999,0
60216,2013090070,2013,1,7,15,1,999,0
60217,2013090070,2013,2,,,,,0
60218,2013090128,2013,1,1,4,15,55,0
60219,2013090128,2013,2,5,79,1,45,0
60220,2013090129,2013,1,1,2,1,65,0
60221,2013090129,2013,2,1,4,1,45,0
60222,2013090131,2013,1,6,15,15,55,0
60223,2013090131,2013,2,5,75,1,45,0
60224,2013090133,2013,1,7,41,16,50,0
60225,2013090133,2013,2,1,4,3,0,0
60226,2013090134,2013,1,1,4,16,60,0
60227,2013090134,2013,2,1,4,2,10,0
60228,2013090134,2013,3,99,,2,5,0
60229,2013090135,2013,1,1,2,1,45,0
60230,2013090135,2013,2,6,15,1,45,0
60231,2013090137,2013,1,1,4,15,25,0
60232,2013090137,2013,2,1,9,3,0,0
60233,2013090139,2013,1,1,4,1,40,0
60234,2013090139,2013,2,1,9,2,40,0
60235,2013090140,2013,1,99,,16,999,0
60236,2013090140,2013,2,6,15,16,999,0
60237,2013090141,2013,1,1,4,1,75,1
60238,2013090141,2013,2,1,4,1,40,1
60239,2013090142,2013,1,1,4,1,30,0
60240,2013090142,2013,2,4,15,3,0,0
60241,2013090144,2013,1,1,9,15,999,0
60242,2013090144,2013,2,1,4,1,55,0
60243,2013090145,2013,1,1,4,3,0,1
60244,2013090145,2013,2,5,51,1,55,1
60245,2013090325,2013,1,5,79,12,999,0
60246,2013090325,2013,2,1,2,1,999,0
60247,2013090428,2013,1,6,15,98,999,0
60248,2013090510,2013,1,1,12,12,35,0
60249,2013090510,2013,2,1,4,1,30,0
60250,2013090735,2013,1,5,51,1,999,0
60251,2013090735,2013,2,1,4,1,999,0
60252,2013090850,2013,1,1,4,16,70,0
60253,2013090851,2013,1,1,4,17,75,0
60254,2013090852,2013,1,1,4,15,100,0
60255,2013090853,2013,1,1,4,1,55,0
60256,2013090853,2013,2,6,15,3,0,0
60257,2013090853,2013,3,1,4,3,0,0
60258,2013090853,2013,4,6,15,3,0,0
60259,2013090854,2013,1,6,15,1,35,0
60260,2013090854,2013,2,1,4,3,0,0
60261,2013090854,2013,3,1,4,3,0,0
60262,2013090855,2013,1,1,4,17,55,0
60263,2013091195,2013,1,1,4,1,65,0
60264,2013091198,2013,1,1,4,1,65,0
60265,2013091198,2013,2,1,4,1,60,0
60266,2013091199,2013,1,1,2,2,45,0
60267,2013091199,2013,2,1,4,3,0,0
60268,2013091200,2013,1,1,4,1,45,0
60269,2013091200,2013,2,1,4,3,0,0
60270,2013091200,2013,3,1,2,3,0,0
60271,2013091200,2013,4,1,4,1,45,0
60272,2013091201,2013,1,1,4,1,50,0
60273,2013091202,2013,1,4,51,1,999,0
60274,2013091202,2013,2,4,51,3,0,0
60275,2013091202,2013,3,1,9,3,0,0
60276,2013091203,2013,1,1,4,1,999,0
60277,2013091203,2013,2,1,4,3,0,0
60278,2013091203,2013,3,1,4,3,0,0
60279,2013091204,2013,1,1,5,2,45,0
60280,2013091204,2013,2,1,4,3,0,0
60281,2013091205,2013,1,1,4,1,999,0
60282,2013091205,2013,2,1,5,3,0,0
60283,2013091206,2013,1,1,4,15,999,0
60284,2013091206,2013,2,6,15,3,0,0
60285,2013091206,2013,3,1,4,1,1,0
60286,2013091207,2013,1,1,4,1,50,0
60287,2013091207,2013,2,4,51,3,0,0
60288,2013091208,2013,1,1,12,1,999,0
60289,2013091208,2013,2,5,79,3,0,0
60290,2013091540,2013,1,6,4,1,999,0
60291,2013091540,2013,2,1,2,1,999,0
60292,2013091541,2013,1,2,29,12,999,0
60293,2013091541,2013,2,1,4,6,0,0
60294,2013091541,2013,3,1,4,6,0,0
60295,2013091541,2013,4,1,3,6,0,0
60296,2013091542,2013,1,1,15,15,60,0
60297,2013091542,2013,2,5,75,1,50,0
60298,2013091544,2013,1,6,12,17,50,1
60299,2013091544,2013,2,4,51,3,0,1
60300,2013091679,2013,1,20,,1,999,0
60301,2013091679,2013,2,6,15,1,999,0
60302,2013091702,2013,1,1,9,10,999,0
60303,2013091702,2013,2,1,9,16,999,0
60304,2013091728,2013,1,3,39,12,999,0
60305,2013091728,2013,2,4,51,3,0,0
60306,2013091728,2013,3,3,39,3,0,0
60307,2013092115,2013,1,6,15,8,999,0
60308,2013092225,2013,1,1,9,8,25,0
60309,2013092424,2013,1,3,39,10,999,0
60310,2013092424,2013,2,6,15,10,999,0
60311,2013092426,2013,1,4,69,1,999,0
60312,2013092426,2013,2,1,4,1,999,0
60313,2013092426,2013,3,1,4,1,999,0
60314,2013092647,2013,1,1,4,12,999,0
60315,2013092647,2013,2,2,28,1,999,0
60316,2013092648,2013,1,2,20,1,999,0
60317,2013092648,2013,2,1,4,12,999,0
60318,2013092799,2013,1,4,41,1,999,0
60319,2013092799,2013,2,1,4,12,999,0
60320,2013092941,2013,1,99,,99,999,0
60321,2013092941,2013,2,,,,,0
60322,2013093025,2013,1,6,15,1,999,0
60323,2013093025,2013,2,4,41,1,35,0
60324,2013093026,2013,1,1,9,1,999,0
60325,2013093026,2013,2,99,,99,,0
60326,2013093027,2013,1,6,15,15,20,0
60327,2013093027,2013,2,7,12,3,0,0
60328,2013093030,2013,1,1,9,1,10,0
60329,2013093030,2013,2,,,,,0
60330,2013093031,2013,1,1,4,1,999,0
60331,2013093032,2013,1,1,15,1,20,0
60332,2013093032,2013,2,4,15,12,10,0
60333,2013093033,2013,1,6,15,1,999,0
60334,2013093033,2013,2,20,,1,999,0
60335,2013093035,2013,1,20,,1,999,1
60336,2013093035,2013,2,1,4,1,999,1
60337,2013093036,2013,1,1,4,1,999,0
60338,2013093036,2013,2,1,4,6,0,0
60339,2013093037,2013,1,1,4,12,999,0
60340,2013093037,2013,2,1,2,1,999,0
60341,2013093038,2013,1,20,,1,999,0
60342,2013093038,2013,2,3,39,1,999,0
60343,2013093039,2013,1,1,9,1,999,0
60344,2013093039,2013,2,,,,,0
60345,2013093040,2013,1,6,15,1,10,0
60346,2013093040,2013,2,1,5,1,20,0
60347,2013093040,2013,3,4,51,6,0,0
60348,2013093041,2013,1,1,9,12,999,0
60349,2013093041,2013,2,2,28,12,999,0
60350,2013093043,2013,1,6,15,1,999,0
60351,2013093043,2013,2,20,,1,999,0
60352,2013093043,2013,3,99,,6,0,0
60353,2013093044,2013,1,4,51,1,25,0
60354,2013093044,2013,2,,,,,0
60355,2013093045,2013,1,4,15,12,999,0
60356,2013093045,2013,2,,,,,0
60357,2013093046,2013,1,1,4,1,25,0
60358,2013093046,2013,2,1,4,5,25,0
60359,2013093047,2013,1,1,4,12,25,0
60360,2013093047,2013,2,,,,,0
60361,2013093048,2013,1,6,15,1,999,0
60362,2013093048,2013,2,,,,,0
60363,2013093049,2013,1,1,2,1,99,0
60364,2013093049,2013,2,1,4,1,99,0
60365,2013093050,2013,1,1,15,12,999,0
60366,2013093050,2013,2,4,41,1,999,0
60367,2013093051,2013,1,1,9,10,25,0
60368,2013093051,2013,2,,,,,0
60369,2013093052,2013,1,1,4,1,999,0
60370,2013093052,2013,2,,,,,0
60371,2013093053,2013,1,6,15,1,999,0
60372,2013093053,2013,2,6,19,6,0,0
60373,2013093054,2013,1,1,4,1,999,0
60374,2013093054,2013,2,7,41,1,999,0
60375,2013093055,2013,1,1,4,1,999,0
60376,2013093056,2013,1,1,4,1,999,0
60377,2013093056,2013,2,20,,1,999,0
60378,2013093057,2013,1,20,,1,999,0
60379,2013093057,2013,2,1,4,1,20,0
60380,2013093058,2013,1,4,51,1,999,0
60381,2013093058,2013,2,,,,,0
60382,2013093059,2013,1,20,,99,999,0
60383,2013093059,2013,2,99,,1,999,0
60384,2013093060,2013,1,6,15,1,999,0
60385,2013093060,2013,2,7,12,1,999,0
60386,2013093061,2013,1,1,4,17,99,0
60387,2013093062,2013,1,4,51,2,999,0
60388,2013093062,2013,2,1,4,3,0,0
60389,2013093063,2013,1,2,23,16,60,0
60390,2013093064,2013,1,2,29,1,999,0
60391,2013093064,2013,2,1,4,1,999,0
60392,2013093065,2013,1,1,4,3,0,0
60393,2013093065,2013,2,4,15,6,0,0
60394,2013093065,2013,3,4,15,3,0,0
60395,2013093065,2013,4,1,4,6,0,0
60396,2013093066,2013,1,1,4,1,75,0
60397,2013093067,2013,1,1,4,1,999,0
60398,2013093067,2013,2,1,4,2,999,0
60399,2013093068,2013,1,1,4,1,999,0
60400,2013093068,2013,2,1,4,3,0,0
60401,2013093069,2013,1,1,4,98,999,0
60402,2013093070,2013,1,1,4,12,10,0
60403,2013093070,2013,2,2,20,1,15,0
60404,2013093071,2013,1,7,41,1,999,0
60405,2013093071,2013,2,6,15,4,999,0
60406,2013093072,2013,1,4,51,1,30,0
60407,2013093072,2013,2,20,,1,999,0
60408,2013093073,2013,1,1,4,1,999,0
60409,2013093073,2013,2,4,51,1,999,0
60410,2013093075,2013,1,6,15,1,999,0
60411,2013093075,2013,2,4,51,6,0,0
60412,2013093076,2013,1,1,4,1,999,0
60413,2013093076,2013,2,6,15,5,999,0
60414,2013093077,2013,1,1,9,1,999,0
60415,2013093077,2013,2,7,12,6,0,0
60416,2013093077,2013,3,6,15,6,0,0
60417,2013093078,2013,1,4,15,12,999,0
60418,2013093078,2013,2,20,,1,999,0
60419,2013093079,2013,1,1,15,1,999,0
60420,2013093079,2013,2,1,4,1,999,0
60421,2013093080,2013,1,6,15,10,999,0
60422,2013093080,2013,2,1,4,1,999,0
60423,2013093081,2013,1,,,,,0
60424,2013093081,2013,2,7,41,1,999,0
60425,2013093082,2013,1,7,41,1,999,0
60426,2013093082,2013,2,1,4,1,999,0
60427,2013093083,2013,1,6,15,15,25,0
60428,2013093083,2013,2,1,4,1,25,0
60429,2013093084,2013,1,1,4,1,999,0
60430,2013093084,2013,2,1,4,1,999,0
60431,2013093085,2013,1,6,15,12,20,0
60432,2013093085,2013,2,1,4,1,25,0
60433,2013093086,2013,1,99,,13,999,0
60434,2013093086,2013,2,,,,,0
60435,2013093087,2013,1,1,2,1,999,0
60436,2013093088,2013,1,1,4,1,999,0
60437,2013093088,2013,2,1,4,1,999,0
60438,2013093089,2013,1,1,4,1,999,0
60439,2013093089,2013,2,,,,,0
60440,2013093090,2013,1,1,4,1,30,0
60441,2013093090,2013,2,1,4,3,0,0
60442,2013093091,2013,1,1,5,12,999,0
60443,2013093091,2013,2,,,,,0
60444,2013093092,2013,1,1,4,1,25,1
60445,2013093092,2013,2,1,3,6,0,1
60446,2013093093,2013,1,1,4,1,999,0
60447,2013093093,2013,2,1,15,3,0,0
60448,2013093094,2013,1,,,,,0
60449,2013093094,2013,2,1,9,1,999,0
60450,2013093095,2013,1,6,15,1,999,0
60451,2013093095,2013,2,1,4,1,999,0
60452,2013093096,2013,1,1,4,15,999,0
60453,2013093096,2013,2,1,2,1,999,0
60454,2013093097,2013,1,1,4,16,999,0
60455,2013093097,2013,2,1,4,3,0,0
60456,2013093097,2013,3,4,15,1,999,0
60457,2013093098,2013,1,6,15,12,999,0
60458,2013093098,2013,2,,,,,0
60459,2013093099,2013,1,1,4,1,999,0
60460,2013093099,2013,2,1,5,1,999,0
60461,2013093100,2013,1,6,15,1,999,0
60462,2013093100,2013,2,1,4,15,999,0
60463,2013093101,2013,1,6,15,15,999,0
60464,2013093101,2013,2,1,5,1,999,0
60465,2013093102,2013,1,1,9,1,999,0
60466,2013093102,2013,2,20,,1,999,0
60467,2013093103,2013,1,3,39,5,999,0
60468,2013093103,2013,2,,,,,0
60469,2013093104,2013,1,6,15,10,999,0
60470,2013093104,2013,2,1,4,6,0,0
60471,2013093106,2013,1,7,41,1,999,0
60472,2013093106,2013,2,1,9,1,999,0
60473,2013093106,2013,3,1,4,12,999,0
60474,2013093107,2013,1,1,5,1,999,0
60475,2013093107,2013,2,1,4,1,999,0
60476,2013093108,2013,1,1,4,1,999,0
60477,2013093108,2013,2,1,4,1,999,0
60478,2013093109,2013,1,1,9,98,25,0
60479,2013093109,2013,2,5,73,1,25,0
60480,2013093110,2013,1,6,15,12,999,0
60481,2013093110,2013,2,1,4,1,999,0
60482,2013093111,2013,1,1,9,1,999,0
60483,2013093111,2013,2,20,,1,999,0
60484,2013093112,2013,1,1,4,2,999,0
60485,2013093112,2013,2,1,4,10,999,0
60486,2013093113,2013,1,7,41,1,999,0
60487,2013093113,2013,2,1,9,6,0,0
60488,2013093113,2013,3,6,15,6,0,0
60489,2013093113,2013,4,1,4,6,0,0
60490,2013093114,2013,1,1,9,12,999,0
60491,2013093114,2013,2,,,,,0
60492,2013093115,2013,1,4,15,1,999,0
60493,2013093115,2013,2,5,75,1,30,0
60494,2013093116,2013,1,4,15,13,999,0
60495,2013093116,2013,2,,,,,0
60496,2013093117,2013,1,6,15,1,999,0
60497,2013093117,2013,2,20,,1,999,0
60498,2013093118,2013,1,6,15,12,20,0
60499,2013093118,2013,2,4,15,1,25,0
60500,2013093119,2013,1,1,4,1,20,0
60501,2013093119,2013,2,4,51,1,20,0
60502,2013093120,2013,1,4,51,12,999,0
60503,2013093120,2013,2,1,4,1,25,0
60504,2013093121,2013,1,1,4,10,15,0
60505,2013093121,2013,2,,,,,0
60506,2013093122,2013,1,1,2,1,999,0
60507,2013093123,2013,1,1,4,1,120,0
60508,2013093123,2013,2,6,15,98,999,0
60509,2013093124,2013,1,4,41,1,999,0
60510,2013093124,2013,2,1,4,1,999,0
60511,2013093125,2013,1,6,15,1,999,1
60512,2013093125,2013,2,1,4,3,0,1
60513,2013093125,2013,3,6,15,3,0,1
60514,2013093125,2013,4,4,15,3,0,1
60515,2013093126,2013,1,1,2,1,999,0
60516,2013093128,2013,1,1,4,1,999,0
60517,2013093128,2013,2,1,4,3,25,0
60518,2013093129,2013,1,1,9,1,999,0
60519,2013093129,2013,2,,,,,0
60520,2013093130,2013,1,1,4,1,999,0
60521,2013093130,2013,2,1,4,13,999,0
60522,2013093131,2013,1,7,49,99,999,0
60523,2013093131,2013,2,,,,,0
60524,2013093132,2013,1,1,4,1,999,0
60525,2013093132,2013,2,20,,1,999,0
60526,2013093133,2013,1,7,12,10,999,0
60527,2013093133,2013,2,1,3,1,999,0
60528,2013093134,2013,1,20,,1,999,0
60529,2013093134,2013,2,1,4,10,5,0
60530,2013093135,2013,1,1,4,5,999,0
60531,2013093135,2013,2,1,3,1,999,0
60532,2013093136,2013,1,4,15,1,999,0
60533,2013093137,2013,1,1,4,10,999,0
60534,2013093137,2013,2,,,,,0
60535,2013093137,2013,3,,,,,0
60536,2013093138,2013,1,20,,1,999,0
60537,2013093138,2013,2,4,51,1,999,0
60538,2013093139,2013,1,4,41,1,999,0
60539,2013093139,2013,2,1,4,1,999,0
60540,2013093140,2013,1,7,41,3,0,0
60541,2013093140,2013,2,6,15,6,0,0
