OBJECTID,CRN,CRASH_YEAR,LANE_COUNT,SPEED_LIMIT,ACCESS_CTRL,RDWY_ORIENT
3728,2011044525,2011,2,35,3,N
3729,2011044525,2011,2,35,3,S
3730,2011044525,2011,2,25,3,B
3731,2011044525,2011,2,35,,W
3732,2011044527,2011,3,45,3,S
3733,2011044527,2011,2,25,,W
3734,2011044529,2011,2,25,,N
3735,2011044529,2011,2,,,E
3736,2011044530,2011,2,25,3,E
3737,2011044530,2011,2,25,3,W
3738,2011044530,2011,1,,,S
3739,2011044531,2011,4,30,3,S
3740,2011044532,2011,4,25,3,N
3741,2011044532,2011,2,25,,N
3742,2011044533,2011,2,,,N
3743,2011044534,2011,2,25,3,N
3744,2011044535,2011,1,,,N
3745,2011044535,2011,2,,,W
3746,2011044535,2011,2,,,E
3747,2011044536,2011,2,,,W
3748,2011044537,2011,2,,,W
3749,2011044537,2011,2,,,S
3750,2011044538,2011,2,25,3,N
3751,2011044538,2011,2,25,3,S
3752,2011044538,2011,2,25,3,E
3753,2011044538,2011,2,25,3,W
3754,2011044539,2011,1,,,W
3755,2011044540,2011,2,25,3,W
3756,2011044541,2011,3,30,3,S
3757,2011044541,2011,1,,1,E
3758,2011044542,2011,3,45,3,S
3759,2011044543,2011,2,30,3,N
3760,2011044543,2011,2,,,W
3761,2011044544,2011,2,25,3,E
3762,2011044546,2011,2,25,,W
3763,2011044546,2011,1,25,,S
3764,2011044547,2011,2,,,W
3765,2011044547,2011,1,,,S
3766,2011044548,2011,2,25,3,E
3767,2011044548,2011,2,25,3,W
3768,2011044548,2011,2,35,,S
3769,2011044549,2011,2,25,3,E
3770,2011044549,2011,2,25,3,W
3771,2011044549,2011,2,25,,S
3772,2011044550,2011,2,35,3,S
3773,2011044551,2011,2,35,3,S
3774,2011044551,2011,2,25,,E
3775,2011044552,2011,2,,,S
3776,2011044552,2011,1,,,W
3777,2011044553,2011,2,,,N
3778,2011044553,2011,2,,,E
3779,2011044554,2011,2,25,3,N
3780,2011044554,2011,2,30,3,E
3781,2011044554,2011,2,30,3,W
3782,2011044554,2011,2,25,,N
3783,2011044556,2011,3,25,3,N
3784,2011044557,2011,2,35,3,E
3785,2011044557,2011,2,,,N
3786,2011044558,2011,2,35,3,W
3787,2011044559,2011,1,,,N
3788,2011044560,2011,1,,,N
3789,2011044560,2011,2,,,E
3790,2011044561,2011,3,40,3,N
3791,2011044562,2011,3,40,3,N
3792,2011044562,2011,2,,,E
3793,2011044564,2011,3,25,3,N
3794,2011044564,2011,1,25,,S
3795,2011044565,2011,1,25,,W
3796,2011044565,2011,1,25,,N
3797,2011044566,2011,2,,,W
3798,2011044566,2011,2,,,S
3799,2011044567,2011,1,25,,S
3800,2011044568,2011,2,30,3,W
3801,2011044568,2011,1,25,,N
3802,2011044569,2011,1,25,,W
3803,2011044569,2011,2,25,,N
3804,2011044570,2011,2,,1,N
3805,2011044570,2011,1,25,,N
3806,2011044570,2011,1,25,,W
3807,2011044571,2011,2,30,3,N
3808,2011044571,2011,2,30,3,S
3809,2011044571,2011,2,,,E
3810,2011044572,2011,2,35,,E
3811,2011044572,2011,2,35,,N
3812,2011044573,2011,2,30,3,S
3813,2011044574,2011,1,25,,N
3814,2011044575,2011,2,35,3,N
3815,2011044576,2011,1,,1,S
3816,2011044576,2011,1,,,W
3817,2011044577,2011,2,25,3,E
3818,2011044577,2011,2,25,,N
3819,2011044577,2011,2,25,,S
3820,2011044578,2011,1,10,,N
3821,2011044579,2011,2,25,3,N
3822,2011044579,2011,2,,,E
3823,2011044580,2011,1,,,W
3824,2011044582,2011,3,35,3,N
3825,2011044583,2011,2,40,3,S
3826,2011044584,2011,3,35,3,E
3827,2011044585,2011,3,40,3,N
3828,2011044586,2011,3,40,3,S
3829,2011044586,2011,2,30,3,E
3830,2011044586,2011,2,30,3,W
3831,2011044587,2011,3,40,3,S
3832,2011044588,2011,3,40,3,N
3833,2011044589,2011,1,,,E
3834,2011044589,2011,1,,,N
3835,2011044590,2011,1,25,,W
3836,2011044590,2011,1,25,,N
3837,2011044591,2011,3,40,3,S
3838,2011044591,2011,2,,,S
3839,2011044591,2011,2,,,S
3840,2011044592,2011,3,40,3,S
3841,2011044592,2011,2,25,,S
3842,2011044593,2011,2,50,1,N
3843,2011044593,2011,2,,1,N
3844,2011044594,2011,3,40,3,N
3845,2011044595,2011,3,40,3,S
3846,2011044596,2011,3,40,3,S
3847,2011044596,2011,2,25,,E
3848,2011044597,2011,2,25,3,W
3849,2011044598,2011,2,35,3,N
3850,2011044598,2011,2,35,3,S
3851,2011044598,2011,4,25,,E
3852,2011044599,2011,2,,3,W
3853,2011044600,2011,2,25,,N
3854,2011044600,2011,2,25,,E
3855,2011044601,2011,2,25,3,W
3856,2011044601,2011,1,,,S
3857,2011044602,2011,2,35,3,N
3858,2011044602,2011,2,35,,E
3859,2011044603,2011,2,30,3,S
3860,2011044604,2011,2,35,,E
3861,2011044605,2011,2,35,3,N
3862,2011044606,2011,2,30,3,N
3863,2011044606,2011,2,35,3,E
3864,2011044607,2011,2,25,3,N
3865,2011044607,2011,2,25,3,S
3866,2011044607,2011,2,30,,E
3867,2011044608,2011,2,25,3,N
3868,2011044608,2011,1,25,,E
3869,2011044609,2011,2,,,S
3870,2011044609,2011,2,25,,E
3871,2011044610,2011,3,30,3,N
3872,2011044611,2011,1,25,,N
3873,2011044611,2011,1,25,,W
3874,2011044612,2011,2,,,N
3875,2011044612,2011,2,,,N
3876,2011044613,2011,2,,,N
3877,2011044613,2011,2,,,W
3878,2011044616,2011,3,40,3,N
3879,2011044617,2011,2,,3,N
3880,2011044617,2011,2,25,3,N
3881,2011044618,2011,2,25,3,W
3882,2011044618,2011,1,,,N
3883,2011044619,2011,4,30,3,W
3884,2011044621,2011,2,25,,S
3885,2011044622,2011,1,,,S
3886,2011044623,2011,1,25,,W
3887,2011044624,2011,2,30,3,E
3888,2011044624,2011,2,30,3,W
3889,2011044624,2011,2,25,,N
3890,2011044625,2011,2,,,N
3891,2011044625,2011,2,,,W
3892,2011044626,2011,2,,,W
3893,2011044626,2011,2,,,N
3894,2011044627,2011,2,35,3,N
3895,2011044627,2011,2,35,3,S
3896,2011044627,2011,2,30,,E
3897,2011044628,2011,2,25,,W
3898,2011044629,2011,2,25,3,E
3899,2011044629,2011,2,25,3,W
3900,2011044629,2011,1,,,S
3901,2011044630,2011,2,30,3,N
3902,2011044632,2011,4,30,3,S
3903,2011044633,2011,2,35,3,W
3904,2011044635,2011,1,,,N
3905,2011044635,2011,1,,,W
3906,2011044636,2011,2,45,3,N
3907,2011044638,2011,2,25,3,S
3908,2011044638,2011,2,25,,E
3909,2011044639,2011,2,25,3,S
3910,2011044639,2011,2,25,,E
3911,2011044640,2011,2,35,3,N
3912,2011044640,2011,2,,,W
3913,2011044814,2011,3,55,1,N
3914,2011044819,2011,3,55,1,N
3915,2011044831,2011,2,35,3,N
3916,2011044831,2011,2,35,3,S
3917,2011044831,2011,2,,,W
3918,2011044831,2011,2,,,W
3919,2011044834,2011,2,25,3,E
3920,2011044834,2011,1,25,3,W
3921,2011044834,2011,4,30,,W
3922,2011044834,2011,1,25,,E
3923,2011044837,2011,4,30,3,N
3924,2011044837,2011,4,30,3,S
3925,2011044837,2011,3,25,3,N
3926,2011044838,2011,3,50,1,S
3927,2011044838,2011,1,,1,S
3928,2011044840,2011,3,45,3,N
3929,2011044840,2011,2,35,3,E
3930,2011044840,2011,1,25,3,E
3931,2011044841,2011,1,25,,W
3932,2011044842,2011,2,,3,N
3933,2011044844,2011,3,40,3,S
3934,2011044844,2011,2,25,3,E
3935,2011044844,2011,2,25,3,W
3936,2011044845,2011,2,30,3,E
3937,2011044845,2011,2,25,3,W
3938,2011044845,2011,2,35,,S
3939,2011044846,2011,2,30,3,E
3940,2011044847,2011,2,25,3,W
3941,2011044847,2011,2,,,S
3942,2011044848,2011,2,,,N
3943,2011044849,2011,2,25,3,N
3944,2011044850,2011,2,35,3,N
3945,2011044850,2011,2,35,3,S
3946,2011044850,2011,2,35,,E
3947,2011044852,2011,2,35,3,N
3948,2011044853,2011,1,,,W
3949,2011044853,2011,1,,,S
3950,2011044855,2011,2,25,,S
3951,2011044856,2011,3,25,3,E
3952,2011044943,2011,3,50,1,W
3953,2011044944,2011,4,55,1,S
3954,2011044945,2011,3,55,1,N
3955,2011044946,2011,4,55,1,N
3956,2011044947,2011,3,50,1,W
3957,2011045082,2011,3,55,1,S
3958,2011045083,2011,4,55,1,N
3959,2011045213,2011,2,25,3,N
3960,2011045214,2011,2,35,3,E
3961,2011045498,2011,2,50,1,W
3962,2011045499,2011,3,50,1,E
3963,2011045500,2011,2,55,1,W
3964,2011045503,2011,4,55,1,S
3965,2011045504,2011,2,55,1,W
3966,2011045566,2011,3,45,,W
3967,2011045609,2011,3,50,1,E
3968,2011045610,2011,3,50,1,W
3969,2011045611,2011,3,55,1,W
3970,2011045836,2011,1,55,1,S
3971,2011046139,2011,3,55,1,N
3972,2011046139,2011,1,,1,N
3973,2011046140,2011,4,55,1,S
3974,2011046142,2011,3,55,1,S
3975,2011046268,2011,3,55,1,N
3976,2011046498,2011,3,50,1,W
3977,2011046499,2011,3,50,1,E
3978,2011046629,2011,2,55,1,W
3979,2011046630,2011,3,50,1,W
3980,2011046804,2011,3,50,1,E
3981,2011046805,2011,3,50,1,W
3982,2011046806,2011,2,50,1,W
3983,2011046808,2011,4,50,1,W
3984,2011046809,2011,4,55,1,S
3985,2011046911,2011,2,50,1,W
3986,2011046913,2011,3,50,1,E
3987,2011046947,2011,1,25,,S
3988,2011046948,2011,2,35,,E
3989,2011046949,2011,2,25,3,W
3990,2011046949,2011,2,15,,N
3991,2011046950,2011,2,30,3,E
3992,2011046950,2011,2,25,,S
3993,2011046951,2011,1,,,W
3994,2011046951,2011,2,,,N
3995,2011046952,2011,2,25,,N
3996,2011046952,2011,2,25,,E
3997,2011046953,2011,2,25,3,B
3998,2011046953,2011,2,25,,E
3999,2011046954,2011,1,25,,S
4000,2011046955,2011,4,35,3,N
13001,2011106085,2011,2,25,3,W
13002,2011106087,2011,4,30,3,E
13003,2011106088,2011,2,25,3,E
13004,2011106088,2011,1,,,N
13005,2011106089,2011,2,25,3,E
13006,2011106089,2011,2,25,3,W
13007,2011106089,2011,2,,,N
13008,2011106090,2011,2,,,N
13009,2011106090,2011,2,35,,W
13010,2011106091,2011,1,,,W
13011,2011106091,2011,2,25,,S
13012,2011106092,2011,2,30,3,N
13013,2011106092,2011,2,30,3,S
13014,2011106092,2011,1,25,3,E
13015,2011106093,2011,3,25,3,E
13016,2011106093,2011,3,25,3,S
13017,2011106095,2011,3,25,3,N
13018,2011106096,2011,1,25,,N
13019,2011106111,2011,3,35,3,W
13020,2011106113,2011,2,25,3,E
13021,2011106114,2011,1,25,,E
13022,2011106114,2011,1,25,,N
13023,2011106115,2011,2,30,3,E
13024,2011106115,2011,2,30,3,W
13025,2011106115,2011,1,,,N
13026,2011106116,2011,2,30,3,E
13027,2011106116,2011,2,25,3,W
13028,2011106116,2011,1,,,S
13029,2011106118,2011,3,,,N
13030,2011106119,2011,1,,,N
13031,2011106121,2011,2,30,,E
13032,2011106122,2011,2,25,,N
13033,2011106123,2011,2,35,3,N
13034,2011106124,2011,2,,,W
13035,2011106124,2011,2,,,N
13036,2011106125,2011,2,25,3,N
13037,2011106125,2011,1,25,,W
13038,2011106126,2011,3,45,3,S
13039,2011106126,2011,2,30,3,E
13040,2011106126,2011,2,30,3,W
13041,2011106127,2011,1,,,S
13042,2011106128,2011,2,35,3,E
13043,2011106128,2011,2,,,S
13044,2011106129,2011,2,15,,N
13045,2011106130,2011,2,30,3,E
13046,2011106130,2011,2,30,3,W
13047,2011106130,2011,2,,,N
13048,2011106131,2011,2,,,S
13049,2011106131,2011,1,,,E
13050,2011106132,2011,4,30,3,S
13051,2011106132,2011,2,30,,W
13052,2011106133,2011,2,,,W
13053,2011106134,2011,2,25,3,N
13054,2011106135,2011,2,,,W
13055,2011106135,2011,2,,,N
13056,2011106136,2011,2,30,3,N
13057,2011106137,2011,2,25,3,E
13058,2011106137,2011,2,,,N
13059,2011106138,2011,2,,,N
13060,2011106138,2011,2,,,E
13061,2011106139,2011,1,25,3,N
13062,2011106139,2011,1,25,3,S
13063,2011106139,2011,1,,,W
13064,2011106148,2011,2,25,,E
13065,2011106148,2011,2,25,,N
13066,2011106149,2011,1,25,,N
13067,2011106149,2011,2,25,,E
13068,2011106151,2011,2,30,3,E
13069,2011106151,2011,2,25,3,W
13070,2011106151,2011,1,,,N
13071,2011106152,2011,2,35,3,N
13072,2011106152,2011,2,35,3,S
13073,2011106152,2011,2,,,W
13074,2011106153,2011,2,35,3,S
13075,2011106153,2011,1,15,,W
13076,2011106154,2011,2,35,3,N
13077,2011106154,2011,2,35,3,S
13078,2011106154,2011,2,25,,W
13079,2011106155,2011,2,55,1,E
13080,2011106156,2011,1,10,,N
13081,2011106156,2011,2,15,,E
13082,2011106157,2011,2,30,3,E
13083,2011106158,2011,2,25,3,E
13084,2011106158,2011,2,25,3,W
13085,2011106158,2011,1,,,S
13086,2011106159,2011,1,,,E
13087,2011106159,2011,2,,,N
13088,2011106160,2011,2,30,3,N
13089,2011106160,2011,2,30,3,S
13090,2011106160,2011,2,35,,S
13091,2011106161,2011,2,25,3,E
13092,2011106161,2011,2,,,N
13093,2011106162,2011,1,25,,S
13094,2011106163,2011,2,30,3,E
13095,2011106163,2011,2,30,3,W
13096,2011106163,2011,2,,,N
13097,2011106164,2011,2,35,3,N
13098,2011106165,2011,2,35,3,N
13099,2011106166,2011,2,35,3,N
13100,2011106167,2011,1,,,S
13101,2011106168,2011,3,40,3,N
13102,2011106168,2011,3,40,3,N
13103,2011106168,2011,2,,,E
13104,2011106169,2011,1,,,E
13105,2011106170,2011,2,30,3,E
13106,2011106171,2011,1,30,3,N
13107,2011106171,2011,1,30,3,S
13108,2011106171,2011,2,,,W
13109,2011106172,2011,2,25,,S
13110,2011106172,2011,2,25,,E
13111,2011106173,2011,2,35,3,N
13112,2011106174,2011,2,30,3,N
13113,2011106174,2011,2,30,3,S
13114,2011106174,2011,2,25,,W
13115,2011106175,2011,2,35,,S
13116,2011106176,2011,4,35,3,S
13117,2011106177,2011,1,,,N
13118,2011106177,2011,2,,,E
13119,2011106178,2011,3,40,3,W
13120,2011106178,2011,2,30,,N
13121,2011106179,2011,3,45,3,N
13122,2011106180,2011,3,45,3,N
13123,2011106180,2011,2,35,3,E
13124,2011106180,2011,1,25,3,E
13125,2011106181,2011,2,20,,E
13126,2011106182,2011,2,25,3,S
13127,2011106183,2011,2,25,3,N
13128,2011106183,2011,2,,,E
13129,2011106184,2011,3,35,3,E
13130,2011106185,2011,3,35,3,W
13131,2011106185,2011,2,25,,S
13132,2011106186,2011,2,30,,E
13133,2011106187,2011,2,35,3,S
13134,2011106187,2011,2,35,3,E
13135,2011106187,2011,1,25,,S
13136,2011106188,2011,4,30,3,N
13137,2011106188,2011,4,30,3,S
13138,2011106188,2011,1,,,W
13139,2011106189,2011,3,,3,N
13140,2011106189,2011,3,30,3,S
13141,2011106189,2011,2,25,3,N
13142,2011106189,2011,2,,,N
13143,2011106189,2011,2,25,,W
13144,2011106190,2011,2,25,3,W
13145,2011106190,2011,2,,,S
13146,2011106191,2011,2,25,,E
13147,2011106192,2011,2,30,3,N
13148,2011106192,2011,2,30,3,S
13149,2011106192,2011,1,25,3,E
13150,2011106192,2011,1,25,3,W
13151,2011106193,2011,3,25,3,E
13152,2011106193,2011,3,25,3,S
13153,2011106194,2011,1,25,,W
13154,2011106195,2011,2,25,3,N
13155,2011106195,2011,3,,,W
13156,2011106195,2011,2,25,,N
13157,2011106196,2011,1,25,,N
13158,2011106197,2011,2,35,3,S
13159,2011106198,2011,2,,,W
13160,2011106199,2011,2,35,3,N
13161,2011106199,2011,2,35,3,S
13162,2011106199,2011,2,35,,N
13163,2011106200,2011,2,35,,N
13164,2011106203,2011,2,,,W
13165,2011106203,2011,2,55,,W
13166,2011106204,2011,2,25,,W
13167,2011106205,2011,2,,,W
13168,2011106206,2011,2,30,3,W
13169,2011106206,2011,1,,,S
13170,2011106207,2011,2,30,3,N
13171,2011106207,2011,2,30,3,S
13172,2011106207,2011,1,,,N
13173,2011106208,2011,2,25,3,E
13174,2011106208,2011,1,,,N
13175,2011106209,2011,1,25,,S
13176,2011106209,2011,2,25,,E
13177,2011106210,2011,1,25,,S
13178,2011106211,2011,1,25,,W
13179,2011106211,2011,1,25,,N
13180,2011106213,2011,2,25,3,E
13181,2011106214,2011,1,25,,N
13182,2011106215,2011,1,,,E
13183,2011106216,2011,2,25,,W
13184,2011106216,2011,2,35,,W
13185,2011106217,2011,2,30,3,N
13186,2011106217,2011,2,30,3,S
13187,2011106217,2011,2,25,,W
13188,2011106218,2011,1,25,,N
13189,2011106218,2011,2,25,,W
13190,2011106219,2011,2,,,E
13191,2011106219,2011,2,,,N
13192,2011106220,2011,2,30,3,N
13193,2011106220,2011,2,30,3,S
13194,2011106220,2011,2,,,W
13195,2011106221,2011,1,25,,W
13196,2011106221,2011,1,25,,N
13197,2011106222,2011,2,,,S
13198,2011106222,2011,2,25,,E
13199,2011106223,2011,2,30,3,E
13200,2011106223,2011,2,30,3,W
13201,2011106223,2011,2,25,,S
13202,2011106224,2011,2,30,3,N
13203,2011106224,2011,2,30,3,S
13204,2011106224,2011,2,30,3,E
13205,2011106225,2011,4,30,3,E
13206,2011106225,2011,4,30,3,W
13207,2011106225,2011,2,40,3,N
13208,2011106225,2011,2,40,3,S
13209,2011106226,2011,2,,,W
13210,2011106226,2011,2,,,W
13211,2011106227,2011,2,,,W
13212,2011106227,2011,1,,,S
13213,2011106228,2011,1,,,S
13214,2011106228,2011,1,,,W
13215,2011106229,2011,1,,,N
13216,2011106230,2011,2,25,3,E
13217,2011106230,2011,2,25,3,E
13218,2011106230,2011,1,35,,S
13219,2011106231,2011,1,25,,N
13220,2011106232,2011,2,30,3,E
13221,2011106232,2011,2,30,3,W
13222,2011106232,2011,1,,,S
13223,2011106234,2011,4,40,,E
13224,2011106235,2011,2,25,,N
13225,2011106235,2011,2,30,,W
13226,2011106236,2011,2,,,S
13227,2011106237,2011,2,,,N
13228,2011106237,2011,2,,,W
13229,2011106238,2011,2,,,E
13230,2011106239,2011,2,25,3,S
13231,2011106241,2011,1,,,W
13232,2011106241,2011,1,,,S
13233,2011106242,2011,3,35,3,E
13234,2011106242,2011,2,25,,N
13235,2011106487,2011,3,50,1,E
13236,2011106488,2011,3,30,3,S
13237,2011106647,2011,4,35,3,B
13238,2011106647,2011,2,25,,E
13239,2011106648,2011,3,35,3,W
13240,2011106648,2011,2,30,,S
13241,2011106649,2011,3,25,3,N
13242,2011106650,2011,2,,3,E
13243,2011106650,2011,2,35,,W
13244,2011106651,2011,2,45,3,E
13245,2011106651,2011,2,45,3,W
13246,2011106651,2011,2,,,N
13247,2011106652,2011,2,25,,E
13248,2011106652,2011,2,25,,S
13249,2011106653,2011,2,35,3,S
13250,2011106654,2011,1,,,S
13251,2011106654,2011,1,,,E
13252,2011106655,2011,1,35,3,N
13253,2011106657,2011,2,35,3,N
13254,2011106657,2011,2,,,E
13255,2011106658,2011,2,,,E
13256,2011106658,2011,2,25,,S
13257,2011106659,2011,1,,,W
13258,2011106659,2011,1,,,S
13259,2011106660,2011,4,25,3,N
13260,2011106662,2011,2,,,W
13261,2011106662,2011,1,,,S
13262,2011106663,2011,2,30,3,N
13263,2011106663,2011,2,30,3,S
13264,2011106663,2011,1,25,3,E
13265,2011106663,2011,1,25,3,W
13266,2011106664,2011,2,25,3,N
13267,2011106664,2011,2,25,3,S
13268,2011106664,2011,2,25,3,N
13269,2011106664,2011,2,25,3,S
13270,2011106665,2011,1,15,,N
13271,2011106666,2011,2,25,,W
13272,2011106668,2011,2,25,3,N
13273,2011106669,2011,1,,,E
13274,2011106669,2011,3,,,N
13275,2011106670,2011,2,30,3,N
13276,2011106671,2011,1,25,,S
13277,2011106672,2011,2,30,3,E
13278,2011106672,2011,2,30,3,W
13279,2011106672,2011,1,,,S
13280,2011106751,2011,3,55,1,S
13281,2011106752,2011,2,55,1,W
13282,2011106753,2011,4,55,1,S
13283,2011106754,2011,4,55,1,N
13284,2011106755,2011,4,55,1,N
13285,2011106756,2011,2,50,1,W
13286,2011106756,2011,2,40,1,W
13287,2011106758,2011,2,50,1,W
13288,2011106759,2011,3,55,1,S
13289,2011106761,2011,4,50,1,W
13290,2011106762,2011,3,55,1,N
13291,2011106994,2011,2,45,3,W
13292,2011106995,2011,2,,,N
13293,2011106996,2011,3,35,3,N
13294,2011106997,2011,2,30,3,N
13295,2011106997,2011,2,30,3,S
13296,2011106997,2011,2,25,,W
13297,2011107342,2011,2,50,1,W
13298,2011107342,2011,1,45,1,W
13299,2011107343,2011,4,50,1,W
13300,2011107344,2011,3,55,1,S
13301,2011107345,2011,2,55,1,E
13302,2011107346,2011,3,55,1,N
13303,2011107701,2011,2,50,1,E
13304,2011107702,2011,2,50,1,E
13305,2011107703,2011,3,55,1,N
13306,2011107704,2011,1,25,,N
13307,2011107704,2011,2,25,,W
13308,2011107705,2011,1,25,1,S
13309,2011107706,2011,2,50,1,E
13310,2011107707,2011,2,50,1,E
13311,2011107707,2011,1,35,1,E
13312,2011107708,2011,3,55,1,E
13313,2011107710,2011,3,50,1,E
13314,2011107711,2011,2,50,1,E
13315,2011107712,2011,3,50,1,W
13316,2011107712,2011,1,25,1,W
13317,2011107714,2011,4,55,1,S
13318,2011107716,2011,4,50,1,E
13319,2011107717,2011,4,55,1,N
13320,2011107718,2011,4,50,1,E
13321,2011107993,2011,4,55,1,N
13322,2011107994,2011,2,55,1,E
13323,2011107996,2011,4,55,1,N
13324,2011108464,2011,3,50,1,E
13325,2011108469,2011,3,55,1,N
13326,2011108600,2011,2,50,1,E
13327,2011108674,2011,3,55,1,E
13328,2011108674,2011,1,,1,N
13329,2011108674,2011,3,45,,S
13330,2011108733,2011,6,,,W
13331,2011108733,2011,4,,,S
13332,2011108734,2011,2,25,,N
13333,2011108734,2011,2,25,,W
13334,2011108735,2011,2,25,3,E
13335,2011108735,2011,1,25,3,W
13336,2011108735,2011,1,35,3,B
13337,2011108735,2011,2,25,,N
13338,2011108736,2011,2,25,3,E
13339,2011108737,2011,2,,3,S
13340,2011108737,2011,2,25,3,S
13341,2011108738,2011,3,,,N
13342,2011108740,2011,2,30,3,E
13343,2011108740,2011,2,30,3,W
13344,2011108740,2011,2,25,,S
13345,2011108742,2011,1,25,,N
13346,2011108743,2011,2,35,3,N
13347,2011108743,2011,2,25,3,W
13348,2011108744,2011,1,25,,S
13349,2011108744,2011,2,25,,E
13350,2011108745,2011,2,,,S
13351,2011108745,2011,2,,,W
13352,2011108746,2011,2,25,,E
13353,2011108746,2011,2,25,,N
13354,2011108747,2011,2,,,S
13355,2011108749,2011,2,35,3,N
13356,2011108751,2011,2,35,3,E
13357,2011108751,2011,2,35,3,W
13358,2011108751,2011,2,,,N
13359,2011108752,2011,2,,,E
13360,2011108753,2011,2,,,S
13361,2011108753,2011,2,25,,W
13362,2011108754,2011,2,25,3,E
13363,2011108754,2011,2,35,3,W
13364,2011108754,2011,2,25,,N
13365,2011108754,2011,3,35,,E
13366,2011108755,2011,2,30,3,S
13367,2011108756,2011,4,,,N
13368,2011108756,2011,6,35,,E
13369,2011108757,2011,1,25,,S
13370,2011108757,2011,1,25,,W
13371,2011108758,2011,2,30,3,E
13372,2011108758,2011,1,30,3,W
13373,2011108758,2011,1,,,N
13374,2011108759,2011,1,,,S
13375,2011108760,2011,1,25,,S
13376,2011108761,2011,1,25,,S
13377,2011108761,2011,1,25,,W
13378,2011108762,2011,2,25,3,B
13379,2011108764,2011,2,30,3,E
13380,2011108764,2011,1,,,S
13381,2011108797,2011,2,30,3,S
13382,2011108797,2011,1,,,E
13383,2011108797,2011,2,30,3,N
13384,2011108797,2011,2,,,N
13385,2011108798,2011,1,,,E
13386,2011108798,2011,1,,,N
13387,2011108799,2011,1,,,S
13388,2011108799,2011,1,25,,W
13389,2011108800,2011,1,,,W
13390,2011108800,2011,1,25,,S
13391,2011108801,2011,2,30,3,N
13392,2011108801,2011,2,,,E
13393,2011108802,2011,2,50,1,S
13394,2011108803,2011,1,,,W
13395,2011108803,2011,1,,,S
13396,2011108804,2011,2,30,3,E
13397,2011108804,2011,2,30,3,W
13398,2011108804,2011,2,,,N
13399,2011108805,2011,4,35,,S
13400,2011108806,2011,2,25,3,B
13401,2011108806,2011,2,,,N
13402,2011108807,2011,2,30,,E
13403,2011108807,2011,2,30,,S
13404,2011108808,2011,2,35,3,N
13405,2011108808,2011,2,35,3,B
13406,2011108808,2011,2,,,W
13407,2011108809,2011,1,25,,N
13408,2011108809,2011,2,25,,E
13409,2011108810,2011,2,25,,S
13410,2011108810,2011,2,25,,E
13411,2011108811,2011,2,25,3,W
13412,2011108811,2011,1,,,E
13413,2011108812,2011,2,,,E
13414,2011108812,2011,1,,,E
13415,2011108813,2011,2,25,,W
13416,2011108814,2011,3,45,3,S
13417,2011108814,2011,2,,,S
13418,2011108814,2011,2,,,E
13419,2011108815,2011,2,,,W
13420,2011108815,2011,1,25,,W
13421,2011108816,2011,2,25,,N
13422,2011108817,2011,2,25,3,S
13423,2011108817,2011,2,30,3,E
13424,2011108817,2011,2,30,3,W
13425,2011108818,2011,2,35,3,N
13426,2011108818,2011,2,35,3,S
13427,2011108818,2011,2,35,,W
13428,2011108819,2011,3,40,3,N
13429,2011108819,2011,2,35,3,W
13430,2011108820,2011,3,40,3,E
13431,2011108820,2011,2,25,3,N
13432,2011108820,2011,2,25,3,S
13433,2011108821,2011,1,,,W
13434,2011108821,2011,1,,,N
13435,2011108822,2011,1,25,,W
13436,2011108823,2011,2,40,3,E
13437,2011108823,2011,2,,,S
13438,2011108824,2011,1,,,E
13439,2011108824,2011,2,35,,S
13440,2011108825,2011,2,25,,S
13441,2011108826,2011,2,25,,N
13442,2011108827,2011,2,25,3,N
13443,2011108827,2011,2,25,3,S
13444,2011108827,2011,1,,,S
13445,2011108830,2011,2,,,S
13446,2011108830,2011,2,25,,E
13447,2011108831,2011,2,30,3,E
13448,2011108831,2011,2,,,W
13449,2011108832,2011,2,,,S
13450,2011108833,2011,2,,,E
13451,2011108834,2011,2,,,S
13452,2011108834,2011,1,,,E
13453,2011108835,2011,2,,,N
13454,2011108835,2011,2,,,E
13455,2011108836,2011,2,25,,S
13456,2011108837,2011,2,35,3,N
13457,2011108837,2011,2,25,,E
13458,2011108837,2011,2,35,3,S
13459,2011108838,2011,2,35,3,N
13460,2011108838,2011,1,,,E
13461,2011108841,2011,2,30,3,N
13462,2011108841,2011,2,15,,E
13463,2011108843,2011,3,55,1,W
13464,2011108844,2011,3,45,3,S
13465,2011108845,2011,3,45,3,N
13466,2011108845,2011,2,30,3,E
13467,2011108845,2011,3,25,3,W
13468,2011108846,2011,3,45,3,S
13469,2011108848,2011,2,,,N
13470,2011108848,2011,3,,,E
13471,2011108849,2011,2,25,,E
13472,2011108849,2011,2,25,,S
13473,2011108850,2011,2,,,N
13474,2011108851,2011,2,25,3,E
13475,2011108851,2011,3,45,3,W
13476,2011108851,2011,2,25,,N
13477,2011108852,2011,2,,,S
13478,2011108852,2011,2,,,E
13479,2011108853,2011,2,30,3,N
13480,2011108853,2011,2,30,3,S
13481,2011108853,2011,2,,,U
13482,2011108854,2011,2,,,S
13483,2011108854,2011,2,,,W
13484,2011108855,2011,4,30,3,N
13485,2011108855,2011,4,30,3,S
13486,2011108855,2011,2,25,3,E
13487,2011108855,2011,2,25,3,E
13488,2011108855,2011,2,35,3,N
13489,2011108855,2011,2,35,3,S
13490,2011108855,2011,2,25,,W
