OBJECTID,CRN,CRASH_YEAR,LANE_COUNT,SPEED_LIMIT,ACCESS_CTRL,RDWY_ORIENT
21089,2012028168,2012,4,35,3,N
21090,2012028168,2012,2,35,3,S
21091,2012028168,2012,2,25,,E
21092,2012028169,2012,2,35,3,N
21093,2012028169,2012,2,35,3,S
21094,2012028169,2012,2,25,,E
21095,2012028170,2012,2,45,3,W
21096,2012028170,2012,1,25,,S
21097,2012028171,2012,4,35,3,B
21098,2012028171,2012,2,20,,E
21099,2012028172,2012,2,35,3,W
21100,2012028173,2012,3,35,3,W
21101,2012028173,2012,2,,,S
21102,2012028174,2012,2,35,3,E
21103,2012028174,2012,1,25,,N
21104,2012028174,2012,1,30,,N
21105,2012028175,2012,2,25,3,B
21106,2012028176,2012,2,25,3,W
21107,2012028177,2012,2,25,3,E
21108,2012028178,2012,2,35,3,E
21109,2012028178,2012,1,25,,S
21110,2012028179,2012,3,45,3,S
21111,2012028179,2012,3,45,3,S
21112,2012028179,2012,2,25,,E
21113,2012028179,2012,3,45,3,N
21114,2012028180,2012,4,35,3,N
21115,2012028181,2012,2,25,3,E
21116,2012028181,2012,2,25,3,W
21117,2012028181,2012,2,25,,S
21118,2012028182,2012,2,25,3,N
21119,2012028182,2012,2,25,3,S
21120,2012028182,2012,2,25,,W
21121,2012028183,2012,2,35,3,N
21122,2012028183,2012,2,35,3,S
21123,2012028183,2012,2,,,E
21124,2012028184,2012,1,25,,W
21125,2012028185,2012,2,,,W
21126,2012028185,2012,2,,,N
21127,2012028186,2012,1,,,N
21128,2012028186,2012,2,,,E
21129,2012028187,2012,2,25,3,N
21130,2012028187,2012,2,25,3,S
21131,2012028187,2012,2,,,E
21132,2012028188,2012,2,,,W
21133,2012028188,2012,2,,,N
21134,2012028189,2012,2,,,S
21135,2012028189,2012,2,,,E
21136,2012028190,2012,2,25,,W
21137,2012028190,2012,2,25,,S
21138,2012028191,2012,1,,,W
21139,2012028191,2012,2,,,N
21140,2012028192,2012,2,30,3,N
21141,2012028192,2012,2,30,3,S
21142,2012028192,2012,2,,,E
21143,2012028193,2012,2,25,3,N
21144,2012028194,2012,2,25,3,S
21145,2012028194,2012,2,,,W
21146,2012028195,2012,3,40,3,S
21147,2012028195,2012,99,,,W
21148,2012028196,2012,2,25,3,W
21149,2012028196,2012,2,,,N
21150,2012028197,2012,2,25,3,N
21151,2012028197,2012,2,25,3,E
21152,2012028197,2012,2,25,3,W
21153,2012028197,2012,2,25,,N
21154,2012028199,2012,2,30,3,N
21155,2012028199,2012,2,25,3,W
21156,2012028254,2012,2,35,3,N
21157,2012028254,2012,2,35,3,S
21158,2012028254,2012,2,30,,W
21159,2012028254,2012,2,25,,W
21160,2012028255,2012,3,55,1,S
21161,2012028255,2012,1,35,1,W
21162,2012028256,2012,3,50,1,W
21163,2012028257,2012,4,50,1,E
21164,2012028259,2012,2,55,1,W
21165,2012028469,2012,2,25,,W
21166,2012028469,2012,1,25,,S
21167,2012028470,2012,2,35,3,S
21168,2012028470,2012,2,,,W
21169,2012028471,2012,3,40,3,S
21170,2012028471,2012,4,30,3,S
21171,2012028473,2012,3,30,3,N
21172,2012028474,2012,2,35,3,B
21173,2012028476,2012,3,40,3,S
21174,2012028476,2012,3,40,3,S
21175,2012028476,2012,2,,,N
21176,2012028477,2012,2,25,3,W
21177,2012028477,2012,2,25,,N
21178,2012028478,2012,2,,,W
21179,2012028478,2012,2,,,S
21180,2012028479,2012,2,25,3,E
21181,2012028479,2012,2,25,,S
21182,2012028480,2012,2,30,3,N
21183,2012028481,2012,2,30,3,N
21184,2012028481,2012,2,30,3,S
21185,2012028481,2012,2,,,E
21186,2012028482,2012,2,30,3,N
21187,2012028482,2012,2,30,3,S
21188,2012028482,2012,2,,,E
21189,2012028483,2012,2,,,E
21190,2012028483,2012,2,,,N
21191,2012028484,2012,2,,,E
21192,2012028484,2012,2,,,S
21193,2012028485,2012,2,30,3,N
21194,2012028485,2012,2,30,3,S
21195,2012028485,2012,2,25,,W
21196,2012028486,2012,2,25,3,E
21197,2012028486,2012,2,25,3,W
21198,2012028486,2012,2,25,,N
21199,2012028487,2012,2,30,3,W
21200,2012028487,2012,2,,,N
21201,2012028488,2012,1,,,E
21202,2012028489,2012,2,30,3,E
21203,2012028489,2012,2,25,,S
21204,2012028490,2012,2,25,3,N
21205,2012028491,2012,2,,,E
21206,2012028491,2012,2,25,,N
21207,2012028492,2012,1,25,,W
21208,2012028493,2012,1,,,E
21209,2012028494,2012,2,25,3,W
21210,2012028495,2012,2,25,3,E
21211,2012028495,2012,2,25,3,W
21212,2012028495,2012,2,25,,S
21213,2012028496,2012,1,25,,E
21214,2012028496,2012,1,25,,N
21215,2012028497,2012,1,25,,E
21216,2012028497,2012,2,35,,N
21217,2012028498,2012,1,35,,E
21218,2012028498,2012,2,35,,S
21219,2012028499,2012,2,35,3,N
21220,2012028499,2012,2,35,3,S
21221,2012028499,2012,2,,,W
21222,2012028500,2012,2,30,3,E
21223,2012028500,2012,2,,,N
21224,2012028501,2012,1,25,,N
21225,2012028501,2012,2,25,,E
21226,2012028502,2012,2,45,3,E
21227,2012028502,2012,2,25,,S
21228,2012028503,2012,2,35,3,N
21229,2012028504,2012,2,30,3,E
21230,2012028504,2012,2,30,3,W
21231,2012028504,2012,2,,,S
21232,2012028798,2012,4,55,1,S
21233,2012028846,2012,2,35,3,W
21234,2012029055,2012,2,50,1,N
21235,2012029055,2012,2,50,1,S
21236,2012029055,2012,2,,1,N
21237,2012029137,2012,5,55,1,S
21238,2012029137,2012,2,,1,W
21239,2012029138,2012,2,55,1,E
21240,2012029143,2012,3,50,1,E
21241,2012029349,2012,2,35,3,S
21242,2012029701,2012,2,55,1,W
21243,2012029816,2012,4,55,1,N
21244,2012029816,2012,1,,1,N
21245,2012029983,2012,2,,,N
21246,2012029989,2012,2,35,3,N
21247,2012029990,2012,3,25,3,N
21248,2012029990,2012,3,25,3,S
21249,2012029990,2012,1,,,E
21250,2012029991,2012,2,,,S
21251,2012029991,2012,2,,,E
21252,2012030056,2012,3,55,1,S
21253,2012030278,2012,3,45,,W
21254,2012030505,2012,3,35,,E
21255,2012030604,2012,4,30,3,N
21256,2012030604,2012,4,30,3,S
21257,2012030604,2012,2,30,,W
21258,2012030789,2012,3,55,1,S
21259,2012030790,2012,3,50,1,E
21260,2012030794,2012,4,55,1,S
21261,2012030795,2012,3,55,1,S
21262,2012030796,2012,3,55,1,S
21263,2012030797,2012,2,50,1,E
21264,2012030798,2012,1,30,1,N
21265,2012030799,2012,3,50,1,W
21266,2012030800,2012,4,55,1,S
21267,2012030801,2012,4,55,1,S
21268,2012030913,2012,2,50,1,E
21269,2012030914,2012,3,50,1,W
21270,2012030915,2012,3,35,3,N
21271,2012030915,2012,2,55,1,N
21272,2012030942,2012,2,30,3,E
21273,2012031115,2012,3,45,3,S
21274,2012031115,2012,2,30,3,E
21275,2012031115,2012,2,30,3,W
21276,2012031185,2012,3,35,3,N
21277,2012031224,2012,2,25,,S
21278,2012031286,2012,1,55,1,S
21279,2012031288,2012,4,50,1,W
21280,2012031288,2012,1,,1,W
21281,2012031399,2012,2,55,1,E
21282,2012031451,2012,3,35,,E
21283,2012031595,2012,4,55,1,N
21284,2012031595,2012,1,,1,N
21285,2012031598,2012,4,50,1,E
21286,2012031599,2012,3,55,1,N
21287,2012031600,2012,3,50,1,E
21288,2012031601,2012,2,55,1,W
21289,2012031602,2012,3,55,1,S
21290,2012031603,2012,3,50,1,E
21291,2012031604,2012,3,50,1,E
21292,2012031766,2012,4,55,1,S
21293,2012031841,2012,3,40,3,S
21294,2012031841,2012,2,,,E
21295,2012031949,2012,1,,1,E
21296,2012031949,2012,1,,3,N
21297,2012031951,2012,4,55,1,N
21298,2012031952,2012,4,55,1,N
21299,2012031953,2012,3,50,1,W
21300,2012031953,2012,1,35,1,W
21301,2012031957,2012,2,50,1,W
21302,2012031958,2012,4,55,1,S
21303,2012032069,2012,4,50,1,W
21304,2012032071,2012,3,55,1,N
21305,2012032489,2012,2,25,,W
21306,2012032492,2012,2,30,3,N
21307,2012032492,2012,2,30,3,S
21308,2012032492,2012,1,,,W
21309,2012032493,2012,2,40,3,N
21310,2012032493,2012,2,40,3,S
21311,2012032493,2012,3,35,2,E
21312,2012032493,2012,3,35,3,W
21313,2012032494,2012,2,25,,W
21314,2012032494,2012,1,15,,S
21315,2012032495,2012,2,,,S
21316,2012032495,2012,2,,,E
21317,2012032496,2012,2,35,3,N
21318,2012032504,2012,2,45,3,E
21319,2012032504,2012,2,45,3,W
21320,2012032504,2012,2,,,N
21321,2012032504,2012,2,,,N
21322,2012032505,2012,2,25,,N
21323,2012032505,2012,2,25,,E
21324,2012032506,2012,4,25,3,B
21325,2012032507,2012,1,,,W
21326,2012032507,2012,2,,,N
21327,2012032508,2012,4,25,3,N
21328,2012032508,2012,4,25,3,S
21329,2012032508,2012,1,25,,E
21330,2012032509,2012,2,25,3,B
21331,2012032509,2012,2,25,,W
21332,2012032510,2012,2,30,3,E
21333,2012032510,2012,2,30,3,W
21334,2012032510,2012,2,,,S
21335,2012032511,2012,3,35,3,E
21336,2012032512,2012,2,25,,E
21337,2012032512,2012,2,25,,S
21338,2012032513,2012,1,25,,W
21339,2012032513,2012,1,25,,N
21340,2012032514,2012,1,25,,W
21341,2012032514,2012,1,25,,S
21342,2012032516,2012,2,25,3,E
21343,2012032516,2012,2,25,3,W
21344,2012032516,2012,3,30,3,N
21345,2012032516,2012,3,30,3,S
21346,2012032517,2012,2,35,,N
21347,2012032517,2012,2,35,,W
21348,2012032518,2012,2,,,N
21349,2012032518,2012,4,30,,W
21350,2012032519,2012,1,30,,N
21351,2012032519,2012,1,30,,E
21352,2012032520,2012,1,,,S
21353,2012032520,2012,1,,,W
21354,2012032522,2012,3,35,3,E
21355,2012032523,2012,1,25,,W
21356,2012032524,2012,1,35,3,E
21357,2012032524,2012,2,,,N
21358,2012032525,2012,1,25,,N
21359,2012032526,2012,2,35,3,E
21360,2012032526,2012,2,35,3,W
21361,2012032526,2012,2,35,3,E
21362,2012032526,2012,2,35,3,W
21363,2012032527,2012,2,30,3,E
21364,2012032528,2012,1,25,,N
21365,2012032528,2012,1,25,,E
21366,2012032529,2012,2,25,3,W
21367,2012032532,2012,2,30,,E
21368,2012032535,2012,2,25,3,W
21369,2012032535,2012,2,25,,N
21370,2012032537,2012,2,25,,W
21371,2012032538,2012,2,,,E
21372,2012032539,2012,2,,,W
21373,2012032540,2012,1,35,3,W
21374,2012032541,2012,1,25,,E
21375,2012032542,2012,2,30,3,N
21376,2012032543,2012,1,25,,N
21377,2012032543,2012,2,25,,W
21378,2012032544,2012,3,,3,N
21379,2012032544,2012,3,,3,S
21380,2012032544,2012,2,,,W
21381,2012032546,2012,3,30,3,S
21382,2012032548,2012,2,25,,W
21383,2012032548,2012,2,25,,N
21384,2012032548,2012,2,25,,W
21385,2012032550,2012,3,30,3,N
21386,2012032550,2012,3,30,3,S
21387,2012032550,2012,2,25,3,N
21388,2012032550,2012,2,,,W
21389,2012032551,2012,1,25,,S
21390,2012032551,2012,1,25,,E
21391,2012032553,2012,3,25,,W
21392,2012032555,2012,2,40,3,S
21393,2012032555,2012,2,25,3,B
21394,2012032556,2012,2,25,3,W
21395,2012032556,2012,1,,,N
21396,2012032557,2012,2,,,S
21397,2012032557,2012,2,,,W
21398,2012032558,2012,2,30,3,W
21399,2012032559,2012,2,45,3,E
21400,2012032559,2012,2,25,,N
21401,2012032560,2012,2,30,,N
21402,2012032561,2012,4,25,3,E
21403,2012032562,2012,1,15,,S
21404,2012032563,2012,2,30,3,W
21405,2012032563,2012,1,,,N
21406,2012032565,2012,2,25,,E
21407,2012032567,2012,2,35,,W
21408,2012032567,2012,2,35,,N
21409,2012032568,2012,2,25,3,N
21410,2012032568,2012,2,30,3,E
21411,2012032568,2012,2,30,3,W
21412,2012032569,2012,2,25,3,E
21413,2012032569,2012,2,25,,N
21414,2012032569,2012,2,25,,N
21415,2012032570,2012,2,30,3,N
21416,2012032570,2012,2,30,3,S
21417,2012032570,2012,2,25,,E
21418,2012032571,2012,1,,1,S
21419,2012032571,2012,2,,,W
21420,2012032571,2012,1,,,S
21421,2012032572,2012,1,25,,E
21422,2012032573,2012,2,25,3,N
21423,2012032573,2012,2,25,,W
21424,2012032574,2012,1,25,,E
21425,2012032574,2012,2,25,,S
21426,2012032575,2012,2,30,3,N
21427,2012032575,2012,2,,,E
21428,2012032576,2012,2,30,3,N
21429,2012032577,2012,2,,,S
21430,2012032577,2012,2,,,W
21431,2012032578,2012,2,25,,W
21432,2012032580,2012,2,35,3,N
21433,2012032580,2012,2,35,3,S
21434,2012032580,2012,2,30,3,B
21435,2012032581,2012,2,,,E
21436,2012032582,2012,3,45,3,S
21437,2012032582,2012,2,30,3,E
21438,2012032582,2012,2,30,3,W
21439,2012032583,2012,2,25,3,E
21440,2012032583,2012,2,25,3,W
21441,2012032583,2012,1,25,,S
21442,2012032584,2012,2,25,3,E
21443,2012032585,2012,2,30,3,N
21444,2012032585,2012,2,30,3,S
21445,2012032585,2012,1,25,,E
21446,2012032586,2012,2,35,3,E
21447,2012032587,2012,4,30,3,N
21448,2012032587,2012,4,30,3,S
21449,2012032587,2012,1,,,W
21450,2012032588,2012,1,,,S
21451,2012032589,2012,4,25,3,W
21452,2012032591,2012,3,40,3,S
21453,2012032592,2012,3,40,3,S
21454,2012032593,2012,3,40,3,N
21455,2012032593,2012,2,30,3,N
21456,2012032593,2012,2,30,3,S
21457,2012032594,2012,3,40,3,S
21458,2012032594,2012,2,25,3,N
21459,2012032594,2012,2,25,3,S
21460,2012032595,2012,3,35,3,N
21461,2012032596,2012,3,40,3,N
21462,2012032597,2012,2,25,,N
21463,2012032598,2012,2,35,3,S
21464,2012032599,2012,2,25,3,W
21465,2012032599,2012,2,,,N
21466,2012032600,2012,2,35,3,S
21467,2012032600,2012,2,25,3,W
21468,2012032600,2012,2,25,,W
21469,2012032601,2012,2,25,3,E
21470,2012032601,2012,2,25,3,W
21471,2012032601,2012,2,25,3,N
21472,2012032601,2012,2,25,,N
21473,2012032602,2012,1,,,S
21474,2012032602,2012,1,25,,W
21475,2012032603,2012,2,30,3,N
21476,2012032604,2012,4,30,3,N
21477,2012032604,2012,6,,3,E
21478,2012032605,2012,2,35,3,E
21479,2012032606,2012,1,25,,S
21480,2012032606,2012,2,25,,W
21481,2012032607,2012,2,35,3,N
21482,2012032607,2012,2,35,3,S
21483,2012032607,2012,2,,,E
21484,2012032608,2012,2,35,3,S
21485,2012032609,2012,2,35,3,N
21486,2012032609,2012,2,35,3,S
21487,2012032609,2012,2,35,3,B
21488,2012032610,2012,2,35,3,N
21489,2012032610,2012,2,35,3,S
21490,2012032610,2012,2,,,E
21491,2012032611,2012,2,25,,W
21492,2012032612,2012,2,25,3,W
21493,2012032613,2012,4,35,,N
21494,2012032614,2012,2,35,3,S
21495,2012032615,2012,2,25,3,B
21496,2012032616,2012,4,30,3,S
21497,2012032617,2012,3,25,3,N
21498,2012032617,2012,2,25,3,S
21499,2012032617,2012,4,25,,W
21500,2012032618,2012,2,35,3,N
21501,2012032618,2012,2,35,3,S
21502,2012032618,2012,2,30,3,E
21503,2012032618,2012,2,30,3,W
21504,2012032619,2012,2,35,3,S
21505,2012032620,2012,2,,,N
21506,2012032621,2012,2,25,,N
21507,2012032622,2012,2,25,,S
21508,2012032622,2012,2,25,,W
21509,2012032623,2012,2,35,3,N
21510,2012032623,2012,2,25,,E
21511,2012032624,2012,1,,,N
21512,2012032624,2012,2,25,,W
21513,2012032625,2012,2,35,3,N
21514,2012032625,2012,2,,,E
21515,2012032625,2012,2,,,E
21516,2012032626,2012,3,35,3,W
21517,2012032626,2012,2,,,S
21518,2012032627,2012,1,,,N
21519,2012032627,2012,1,25,,E
21520,2012032628,2012,2,25,3,S
21521,2012032628,2012,2,25,,E
21522,2012032629,2012,2,,,W
21523,2012032629,2012,2,,,N
21524,2012032630,2012,2,30,3,E
21525,2012032630,2012,2,25,,S
21526,2012032631,2012,2,,,W
21527,2012032631,2012,2,,,N
21528,2012032632,2012,4,30,3,E
21529,2012032632,2012,4,30,3,W
21530,2012032632,2012,2,25,3,B
21531,2012032632,2012,2,,,S
21532,2012032633,2012,3,35,3,E
21533,2012032633,2012,1,,,S
21534,2012032634,2012,2,,,S
21535,2012032634,2012,2,,,W
21536,2012032635,2012,2,15,,N
21537,2012032635,2012,2,35,,E
21538,2012032637,2012,2,30,3,E
21539,2012032637,2012,2,30,3,W
21540,2012032637,2012,2,25,,S
21541,2012032638,2012,2,30,3,N
21542,2012032638,2012,2,30,3,S
21543,2012032638,2012,2,30,3,E
21544,2012032639,2012,1,,,S
21545,2012032639,2012,1,,,E
21546,2012032640,2012,2,35,3,W
21547,2012032642,2012,2,,,N
21548,2012032643,2012,1,25,,N
21549,2012032644,2012,1,25,,E
21550,2012032644,2012,2,25,,S
21551,2012032645,2012,2,25,3,N
21552,2012032645,2012,2,25,3,S
21553,2012032645,2012,3,35,3,E
21554,2012032645,2012,3,35,3,W
21555,2012032646,2012,2,25,,N
21556,2012032646,2012,2,25,,E
21557,2012032647,2012,2,25,,E
21558,2012032647,2012,3,25,,N
21559,2012032647,2012,2,25,,E
21560,2012032648,2012,2,25,3,W
21561,2012032649,2012,2,30,3,N
21562,2012032649,2012,2,30,3,S
21563,2012032649,2012,2,25,,E
21564,2012032650,2012,2,35,3,N
21565,2012032650,2012,2,35,3,S
21566,2012032650,2012,2,,,W
21567,2012032652,2012,2,35,3,W
21568,2012032652,2012,2,25,,S
21569,2012032653,2012,2,25,3,B
21570,2012032653,2012,2,,3,B
21571,2012032654,2012,1,25,,N
21572,2012032654,2012,1,25,,E
21573,2012032655,2012,2,25,,S
21574,2012032655,2012,4,35,,E
21575,2012032656,2012,2,25,,N
21576,2012032657,2012,2,,3,S
21577,2012032658,2012,4,35,3,S
21578,2012032658,2012,3,35,,E
21579,2012032660,2012,2,30,3,E
21580,2012032660,2012,2,30,3,W
21581,2012032660,2012,2,25,,N
21582,2012032661,2012,1,,,E
21583,2012032661,2012,1,,,N
21584,2012032662,2012,2,25,3,N
21585,2012032662,2012,1,,,W
21586,2012032663,2012,1,25,,S
21587,2012032664,2012,2,25,,E
21588,2012032664,2012,2,25,,N
21589,2012032665,2012,2,45,3,E
21590,2012032665,2012,2,25,,N
21591,2012032666,2012,2,30,3,N
21592,2012032666,2012,2,30,3,S
21593,2012032666,2012,2,,,W
21594,2012032667,2012,2,25,,S
21595,2012032668,2012,2,35,3,E
21596,2012032668,2012,2,35,3,W
21597,2012032668,2012,4,35,,S
21598,2012032669,2012,2,25,,N
21599,2012032670,2012,3,40,3,S
21600,2012032672,2012,2,35,3,N
21601,2012032672,2012,3,25,,E
21602,2012032673,2012,2,,,W
21603,2012032674,2012,2,35,3,S
21604,2012032675,2012,1,35,,W
21605,2012032675,2012,4,35,,N
21606,2012032676,2012,2,25,,E
21607,2012032676,2012,2,25,,N
21608,2012032677,2012,2,35,3,N
21609,2012032677,2012,2,35,3,S
21610,2012032677,2012,3,,,E
21611,2012032678,2012,2,,,W
21612,2012032679,2012,2,35,3,N
21613,2012032679,2012,2,35,3,S
21614,2012032679,2012,2,,,E
21615,2012032680,2012,1,25,,N
21616,2012032680,2012,2,25,,W
21617,2012032681,2012,3,45,3,N
21618,2012032681,2012,2,30,3,E
21619,2012032681,2012,3,25,3,W
21620,2012032682,2012,2,35,3,N
21621,2012032682,2012,2,35,3,S
21622,2012032682,2012,2,35,,N
21623,2012032683,2012,2,35,3,N
21624,2012032683,2012,2,35,3,S
21625,2012032683,2012,2,,,S
21626,2012032684,2012,2,,,S
21627,2012032685,2012,3,25,3,N
21628,2012032685,2012,2,25,3,S
21629,2012032685,2012,4,,,W
21630,2012032686,2012,4,,,W
21631,2012032686,2012,4,,,N
21632,2012032687,2012,2,30,3,N
21633,2012032687,2012,2,30,3,S
21634,2012032687,2012,2,20,,W
21635,2012032688,2012,2,25,3,N
21636,2012032688,2012,2,25,3,S
21637,2012032688,2012,1,,1,S
21638,2012032688,2012,2,,,W
21639,2012032689,2012,2,35,3,N
21640,2012032689,2012,2,30,,W
21641,2012032690,2012,2,35,3,N
21642,2012032690,2012,2,35,3,S
21643,2012032690,2012,2,35,,E
21644,2012032690,2012,1,35,,N
21645,2012032691,2012,2,25,3,N
21646,2012032691,2012,2,25,3,S
21647,2012032691,2012,2,25,,W
21648,2012032692,2012,2,,,W
21649,2012032693,2012,2,25,3,E
21650,2012032693,2012,2,,,S
21651,2012032694,2012,1,,,N
21652,2012032694,2012,4,,,E
21653,2012032695,2012,2,25,3,N
21654,2012032695,2012,2,25,3,S
21655,2012032695,2012,2,35,3,S
21656,2012032697,2012,2,25,3,E
21657,2012032697,2012,1,25,,S
21658,2012032698,2012,2,25,3,N
21659,2012032698,2012,2,25,3,S
21660,2012032698,2012,2,25,,E
21661,2012032699,2012,2,30,3,E
21662,2012032699,2012,2,30,3,W
21663,2012032699,2012,1,,,N
21664,2012032700,2012,1,15,,E
21665,2012032700,2012,2,15,,S
21666,2012032701,2012,2,30,3,N
21667,2012032701,2012,1,30,1,N
21668,2012032702,2012,4,25,3,N
21669,2012032702,2012,2,25,3,N
21670,2012032702,2012,2,20,3,W
21671,2012032704,2012,1,,,S
21672,2012032705,2012,3,45,3,N
21673,2012032705,2012,3,45,3,N
21674,2012032705,2012,2,35,3,E
21675,2012032705,2012,1,25,3,W
21676,2012032706,2012,2,,,E
21677,2012032707,2012,2,30,3,E
21678,2012032707,2012,2,30,3,W
21679,2012032707,2012,2,25,,N
21680,2012032708,2012,2,30,3,E
21681,2012032708,2012,2,30,3,W
21682,2012032708,2012,2,25,,N
21683,2012032709,2012,2,35,3,N
21684,2012032709,2012,2,35,3,S
21685,2012032709,2012,1,25,,W
21686,2012032710,2012,3,30,3,N
21687,2012032711,2012,2,,1,N
21688,2012032711,2012,99,,,E
21689,2012032711,2012,1,25,,S
21690,2012032712,2012,2,30,3,E
21691,2012032712,2012,2,25,,N
21692,2012032713,2012,2,30,3,W
21693,2012032713,2012,1,25,,S
21694,2012032714,2012,1,25,,E
21695,2012032716,2012,2,,,E
21696,2012032716,2012,2,,,N
21697,2012032718,2012,2,,,W
21698,2012032718,2012,2,,,N
21699,2012032719,2012,3,40,3,N
21700,2012032720,2012,2,35,,E
21701,2012032720,2012,2,35,,N
21702,2012032721,2012,2,30,,W
21703,2012032721,2012,2,30,,S
21704,2012032722,2012,1,,,E
21705,2012032722,2012,2,,,S
21706,2012032723,2012,2,30,3,N
21707,2012032723,2012,2,30,3,S
21708,2012032723,2012,2,,,E
21709,2012032724,2012,2,25,3,E
21710,2012032724,2012,2,,,N
21711,2012032725,2012,2,35,,N
21712,2012032725,2012,2,35,,E
21713,2012032726,2012,2,,,W
21714,2012032726,2012,2,,,N
21715,2012032727,2012,2,35,3,S
21716,2012032727,2012,2,35,,E
21717,2012032728,2012,2,25,3,N
21718,2012032728,2012,2,25,,W
21719,2012032729,2012,2,30,3,E
21720,2012032729,2012,2,25,,N
21721,2012032730,2012,2,30,,S
21722,2012032730,2012,3,30,,E
21723,2012032731,2012,2,35,3,N
21724,2012032732,2012,2,35,3,S
21725,2012032734,2012,2,30,3,E
21726,2012032734,2012,2,30,3,W
21727,2012032734,2012,2,,,N
21728,2012032735,2012,2,25,3,N
21729,2012032735,2012,2,,,E
21730,2012032736,2012,4,25,3,N
21731,2012032736,2012,4,25,3,S
21732,2012032736,2012,1,,,W
21733,2012032737,2012,1,35,,N
21734,2012032738,2012,2,25,3,B
21735,2012032739,2012,2,,,W
21736,2012032739,2012,2,25,,S
21737,2012032740,2012,2,30,3,E
21738,2012032740,2012,2,35,3,N
21739,2012032740,2012,2,35,3,S
21740,2012032741,2012,2,25,,W
21741,2012032741,2012,2,25,,S
21742,2012032903,2012,4,55,1,N
21743,2012032904,2012,3,50,1,E
21744,2012032924,2012,2,25,3,E
21745,2012033044,2012,2,25,,N
21746,2012033044,2012,2,25,,E
21747,2012033045,2012,1,15,,N
21748,2012033046,2012,1,25,,S
21749,2012033047,2012,4,,,N
21750,2012033048,2012,2,35,3,E
21751,2012033049,2012,2,,,W
21752,2012033049,2012,1,25,,N
21753,2012033051,2012,2,,1,W
21754,2012033051,2012,2,,,W
21755,2012033051,2012,2,,,N
21756,2012033052,2012,2,25,,S
21757,2012033054,2012,2,25,3,S
21758,2012033055,2012,3,35,3,N
21759,2012033055,2012,2,35,3,S
21760,2012033055,2012,2,,,W
21761,2012033056,2012,2,30,3,S
21762,2012033057,2012,2,30,3,N
21763,2012033057,2012,2,30,3,S
21764,2012033057,2012,2,25,,W
21765,2012033058,2012,2,25,,N
21766,2012033058,2012,2,25,,W
21767,2012033059,2012,3,40,3,N
21768,2012033059,2012,3,35,3,W
21769,2012033060,2012,2,25,,S
21770,2012033060,2012,2,25,,W
21771,2012033061,2012,2,30,3,S
21772,2012033061,2012,2,25,,S
21773,2012033062,2012,2,25,3,E
21774,2012033063,2012,2,30,3,N
21775,2012033063,2012,2,30,3,S
21776,2012033063,2012,1,25,,W
21777,2012033063,2012,1,35,,S
21778,2012033064,2012,2,,,S
21779,2012033064,2012,2,,,W
21780,2012033065,2012,1,25,,N
21781,2012033065,2012,1,25,,E
21782,2012033066,2012,1,,1,N
21783,2012033066,2012,2,,,S
21784,2012033066,2012,2,,,E
21785,2012033067,2012,3,35,,N
21786,2012033068,2012,2,25,3,S
21787,2012033069,2012,1,,,E
21788,2012033069,2012,2,25,,N
21789,2012033072,2012,2,30,3,N
21790,2012033072,2012,2,30,3,S
21791,2012033072,2012,2,,,E
21792,2012033073,2012,2,30,3,N
21793,2012033074,2012,2,,,W
21794,2012033075,2012,2,,,W
21795,2012033075,2012,1,25,,S
21796,2012033076,2012,2,30,3,E
21797,2012033076,2012,2,30,3,W
21798,2012033076,2012,1,25,,S
21799,2012033077,2012,2,35,3,N
21800,2012033078,2012,2,,,E
21801,2012033078,2012,2,,,N
21802,2012033135,2012,4,50,1,W
21803,2012033493,2012,1,35,1,W
21804,2012033533,2012,2,40,3,N
21805,2012033533,2012,2,40,3,S
21806,2012033620,2012,3,55,1,W
21807,2012033621,2012,1,15,1,W
21808,2012033743,2012,2,50,1,E
21809,2012033745,2012,4,55,1,S
21810,2012033746,2012,2,55,1,W
21811,2012033856,2012,3,45,,E
21812,2012033885,2012,2,25,3,N
21813,2012033885,2012,3,25,3,W
21814,2012033888,2012,2,,,S
21815,2012033888,2012,2,35,,W
21816,2012033889,2012,2,25,,S
21817,2012033966,2012,3,55,1,S
21818,2012033967,2012,2,50,1,E
21819,2012033968,2012,2,55,1,W
21820,2012034172,2012,2,40,3,S
21821,2012034173,2012,2,40,3,N
21822,2012034173,2012,2,40,3,S
21823,2012034173,2012,3,35,2,E
21824,2012034173,2012,3,35,3,W
21825,2012034174,2012,2,25,,S
21826,2012034174,2012,2,25,,E
21827,2012034175,2012,2,,,W
21828,2012034176,2012,2,,1,E
21829,2012034176,2012,1,,,S
21830,2012034176,2012,2,,,E
21831,2012034177,2012,1,,,S
21832,2012034283,2012,3,55,1,N
21833,2012034284,2012,3,50,1,E
21834,2012034285,2012,3,55,1,N
21835,2012034287,2012,2,55,1,W
21836,2012034289,2012,3,50,1,E
21837,2012034290,2012,4,55,1,N
21838,2012034292,2012,3,55,1,W
21839,2012034293,2012,4,55,1,N
21840,2012034294,2012,4,55,1,N
21841,2012034466,2012,3,55,1,N
21842,2012034468,2012,4,50,1,W
21843,2012034470,2012,3,50,1,E
21844,2012034596,2012,2,35,3,W
21845,2012034596,2012,2,25,,N
21846,2012034597,2012,2,35,3,N
21847,2012034597,2012,2,35,3,S
21848,2012034606,2012,3,35,3,W
